# schema=1
# Generated from the reviewed workbook plus exact-ID supplements by tools/research/gear-sets/resolve-master-gear-sets.ps1
# domain	setKey	setName	slotRank	itemId
cosmetic-family	cosmetic-family.headbands	Headbands	0	12305
cosmetic-family	cosmetic-family.headbands	Headbands	0	12307
cosmetic-family	cosmetic-family.firelighters	Firelighters	0	7329
cosmetic-family	cosmetic-family.firelighters	Firelighters	0	7330
cosmetic-family	cosmetic-family.firelighters	Firelighters	0	7331
cosmetic-family	cosmetic-family.firelighters	Firelighters	0	10326
cosmetic-family	cosmetic-family.firelighters	Firelighters	0	10327
cosmetic-family	cosmetic-family.dyes	Dyes	0	1763
cosmetic-family	cosmetic-family.dyes	Dyes	0	1765
cosmetic-family	cosmetic-family.dyes	Dyes	0	1767
cosmetic-family	cosmetic-family.dyes	Dyes	0	1769
cosmetic-family	cosmetic-family.dyes	Dyes	0	1771
cosmetic-family	cosmetic-family.dyes	Dyes	0	1773
cosmetic-family	cosmetic-family.dyes	Dyes	0	4622
cosmetic-family	cosmetic-family.dyes	Dyes	0	6955
