style	slot	stage	stageLabel	itemId	displayName	variantNote	source	wikiRevision
ranged	body	4	Late	4736	Karil's leathertop	Repairable base Barrows form only	rapport	https://oldschool.runescape.wiki/w/Karil_the_Tainted%27s_equipment?oldid=15109820
ranged	legs	4	Late	4738	Karil's leatherskirt	Repairable base Barrows form only	rapport	https://oldschool.runescape.wiki/w/Karil_the_Tainted%27s_equipment?oldid=15109820
ranged	head	4	Late	29010	Eclipse moon helm	Repairable base form; Perilous Moons	aangevuld	https://oldschool.runescape.wiki/w/Eclipse_moon_armour?oldid=15303681
ranged	body	4	Late	29004	Eclipse moon chestplate	Repairable base form; Perilous Moons	aangevuld	https://oldschool.runescape.wiki/w/Eclipse_moon_armour?oldid=15303681
ranged	legs	4	Late	29007	Eclipse moon tassets	Repairable base form; Perilous Moons	aangevuld	https://oldschool.runescape.wiki/w/Eclipse_moon_armour?oldid=15303681
ranged	weapon	4	Late	12924	Toxic blowpipe (empty)	Uncharged/tradeable state; Zulrah unique	beide	https://oldschool.runescape.wiki/w/Toxic_blowpipe?oldid=15240322
ranged	weapon	4	Late	12926	Toxic blowpipe	Charged state; scales and darts loaded	beide	https://oldschool.runescape.wiki/w/Toxic_blowpipe?oldid=15240322
ranged	weapon	4	Late	25862	Bow of faerdhinen (inactive)	Inactive tradeable state; Corrupted Gauntlet seed	beide	https://oldschool.runescape.wiki/w/Bow_of_faerdhinen?oldid=15259855
ranged	weapon	4	Late	25865	Bow of faerdhinen	Charged state	beide	https://oldschool.runescape.wiki/w/Bow_of_faerdhinen?oldid=15259855
ranged	weapon	4	Late	25867	Bow of faerdhinen (c)	Corrupted/permanently charged state	beide	https://oldschool.runescape.wiki/w/Bow_of_faerdhinen?oldid=15259855
ranged	head	4	Late	23971	Crystal helm	Active normal crystal state; Song of the Elves/Crystal armour seed	rapport	https://oldschool.runescape.wiki/w/Crystal_equipment?oldid=15264496
ranged	head	4	Late	23973	Crystal helm (inactive)	Inactive/uncharged crystal state	rapport	https://oldschool.runescape.wiki/w/Crystal_equipment?oldid=15264496
ranged	body	4	Late	23975	Crystal body	Active normal crystal state	beide	https://oldschool.runescape.wiki/w/Crystal_equipment?oldid=15264496
ranged	body	4	Late	23977	Crystal body (inactive)	Inactive/uncharged crystal state	beide	https://oldschool.runescape.wiki/w/Crystal_equipment?oldid=15264496
ranged	legs	4	Late	23979	Crystal legs	Active normal crystal state	beide	https://oldschool.runescape.wiki/w/Crystal_equipment?oldid=15264496
ranged	legs	4	Late	23981	Crystal legs (inactive)	Inactive/uncharged crystal state	beide	https://oldschool.runescape.wiki/w/Crystal_equipment?oldid=15264496
ranged	neck	4	Late	19547	Necklace of anguish	Zenyte jewellery; late Ironman Crafting and demonic gorilla grind	beide	https://oldschool.runescape.wiki/w/Necklace_of_anguish?oldid=15247799
ranged	hands	4	Late	7462	Barrows gloves	Recipe for Disaster completion	rapport	https://oldschool.runescape.wiki/w/Barrows_gloves?oldid=15213300
ranged	cape	4	Late	22109	Ava's assembler	Dragon Slayer II and Vorkath head	beide	https://oldschool.runescape.wiki/w/Ava%27s_assembler?oldid=15244097
ranged	ring	4	Late	11771	Archers ring (i)	Nightmare Zone imbue ID; carried forward	aangevuld	https://oldschool.runescape.wiki/w/Archers_ring_(i)?oldid=15184565
ranged	shield	4	Late	11926	Odium ward	Wilderness demi-boss shard assembly; optional one-handed ranged shield	aangevuld	https://oldschool.runescape.wiki/w/Odium_ward?oldid=15195167
ranged	head	5	End	27235	Masori mask (f)	Fortified state; ToA unique plus Armadylean components; extremely late Ironman	rapport	https://oldschool.runescape.wiki/w/Masori_armour?oldid=15236176
ranged	body	5	End	27238	Masori body (f)	Fortified state; ToA unique plus Armadylean components	beide	https://oldschool.runescape.wiki/w/Masori_armour?oldid=15236176
ranged	legs	5	End	27241	Masori chaps (f)	Fortified state; ToA unique plus Armadylean components	beide	https://oldschool.runescape.wiki/w/Masori_armour?oldid=15236176
ranged	weapon	5	End	20997	Twisted bow	Chambers of Xeric mega-rare; extremely late Ironman	beide	https://oldschool.runescape.wiki/w/Twisted_bow?oldid=15257659
ranged	weapon	5	End	26374	Zaryte crossbow	Nex unique plus Armadyl crossbow; extremely late Ironman	beide	https://oldschool.runescape.wiki/w/Zaryte_crossbow?oldid=15190670
ranged	hands	5	End	26235	Zaryte vambraces	Nex unique; extremely late Ironman	beide	https://oldschool.runescape.wiki/w/Zaryte_vambraces?oldid=15190607
ranged	cape	5	End	28947	Dizana's quiver (uncharged)	Uncharged Colosseum reward	beide	https://oldschool.runescape.wiki/w/Dizana%27s_quiver?oldid=15266026
ranged	cape	5	End	28951	Dizana's quiver	Charged state; Sunfire splinters; Colosseum completion	beide	https://oldschool.runescape.wiki/w/Dizana%27s_quiver?oldid=15266026
ranged	ring	5	End	28310	Venator ring	Canonical live-game ID; DT2/Leviathan vestige grind	rapport	https://oldschool.runescape.wiki/w/Venator_ring?oldid=15191290
ranged	feet	5	End	13237	Pegasian boots	Ranger boots plus Cerberus crystal; exceptionally RNG-heavy Ironman item	rapport	https://oldschool.runescape.wiki/w/Pegasian_boots?oldid=15265835
ranged	neck	5	End	19547	Necklace of anguish	Best listed ranged neck carried forward	aangevuld	https://oldschool.runescape.wiki/w/Necklace_of_anguish?oldid=15247799
ranged	shield	5	End	21000	Twisted buckler	One-handed Zaryte-crossbow shield option; Chambers of Xeric unique	aangevuld	https://oldschool.runescape.wiki/w/Twisted_buckler?oldid=15188072
magic	head	1	Starter	579	Blue wizard hat	Starter Magic-accuracy head item	gemini-namenlijst	https://oldschool.runescape.wiki/w/Blue_wizard_hat?oldid=15194886
magic	body	1	Starter	577	Blue wizard robe	Starter Magic-accuracy body item	gemini-namenlijst	https://oldschool.runescape.wiki/w/Blue_wizard_robe?oldid=15183275
magic	legs	1	Starter	1033	Zamorak monk bottom	Starter robe-leg option; canonical singular display name	gemini-namenlijst	https://oldschool.runescape.wiki/w/Zamorak_monk_bottom?oldid=15184481
magic	weapon	1	Starter	1387	Staff of fire	Elemental staff; no rune charges	gemini-namenlijst	https://oldschool.runescape.wiki/w/Staff_of_fire?oldid=15183242
magic	neck	1	Starter	1727	Amulet of magic	No level requirement	gemini-namenlijst	https://oldschool.runescape.wiki/w/Amulet_of_magic?oldid=15182763
magic	shield	1	Starter	13660	Chronicle	Equipable book-slot item with the Chronicle teleport; ID independently verified	gemini-namenlijst	https://oldschool.runescape.wiki/w/Chronicle?oldid=15187450
magic	head	2	Early	13385	Xerician hat	Magic 20/Defence 10	beide	https://oldschool.runescape.wiki/w/Xerician_robes?oldid=14806066
magic	body	2	Early	13387	Xerician top	Magic 20/Defence 10	beide	https://oldschool.runescape.wiki/w/Xerician_robes?oldid=14806066
magic	legs	2	Early	13389	Xerician robe	Magic 20/Defence 10	beide	https://oldschool.runescape.wiki/w/Xerician_robes?oldid=14806066
magic	head	2	Early	4089	Mystic hat	Blue canonical form; Magic 40/Defence 20	rapport	https://oldschool.runescape.wiki/w/Mystic_robes?oldid=14928673
magic	body	2	Early	4091	Mystic robe top	Blue canonical form	rapport	https://oldschool.runescape.wiki/w/Mystic_robes?oldid=14928673
magic	legs	2	Early	4093	Mystic robe bottom	Blue canonical form	rapport	https://oldschool.runescape.wiki/w/Mystic_robes?oldid=14928673
magic	hands	2	Early	4095	Mystic gloves	Blue canonical form	rapport	https://oldschool.runescape.wiki/w/Mystic_robes?oldid=14928673
magic	feet	2	Early	4097	Mystic boots	Blue canonical form	rapport	https://oldschool.runescape.wiki/w/Mystic_robes?oldid=14928673
magic	weapon	2	Early	1381	Staff of air	Elemental staff; no rune charges	rapport	https://oldschool.runescape.wiki/w/Staff_of_air?oldid=15183243
magic	weapon	2	Early	1383	Staff of water	Elemental staff; no rune charges	rapport	https://oldschool.runescape.wiki/w/Staff_of_water?oldid=15183244
magic	weapon	2	Early	1385	Staff of earth	Elemental staff; no rune charges	rapport	https://oldschool.runescape.wiki/w/Staff_of_earth?oldid=15183241
magic	weapon	2	Early	1387	Staff of fire	Elemental staff; no rune charges	rapport	https://oldschool.runescape.wiki/w/Staff_of_fire?oldid=15183242
magic	shield	2	Early	6235	Broodoo shield	Poison/green uncharged variant	beide	https://oldschool.runescape.wiki/w/Broodoo_shield?oldid=15261109
magic	shield	2	Early	6257	Broodoo shield	Disease/orange uncharged variant	beide	https://oldschool.runescape.wiki/w/Broodoo_shield?oldid=15261109
magic	shield	2	Early	6279	Broodoo shield	Combat/red uncharged variant	beide	https://oldschool.runescape.wiki/w/Broodoo_shield?oldid=15261109
magic	neck	2	Early	1727	Amulet of magic	No level requirement	rapport	https://oldschool.runescape.wiki/w/Amulet_of_magic?oldid=15182763
magic	cape	2	Early	2412	Saradomin cape	Mage Arena I option; technically stage 2 content but fills the empty cape slot	aangevuld	https://oldschool.runescape.wiki/w/Saradomin_cape?oldid=15184014
magic	ring	2	Early	2550	Ring of recoil	No magic bonus; practical early neutral ring rather than claiming an inaccessible magic upgrade	aangevuld	https://oldschool.runescape.wiki/w/Ring_of_recoil?oldid=15237128
magic	feet	2	Early	2579	Wizard boots	Medium-clue reward; poor availability for a new Ironman despite no level requirement	gemini-namenlijst	https://oldschool.runescape.wiki/w/Wizard_boots?oldid=15183807
magic	ring	2	Early	11014	Beacon ring	What Lies Below reward; modest Magic attack and defence bonuses	gemini-namenlijst	https://oldschool.runescape.wiki/w/Beacon_ring?oldid=15182888
magic	head	3	Mid	25413	Bloodbark helm	Runescroll of bloodbark/Shades of Mort'ton	rapport	https://oldschool.runescape.wiki/w/Bloodbark_armour?oldid=15166168
magic	body	3	Mid	25404	Bloodbark body	High Runecraft/Crafting requirements	beide	https://oldschool.runescape.wiki/w/Bloodbark_armour?oldid=15166168
magic	legs	3	Mid	25416	Bloodbark legs	High Runecraft/Crafting requirements	beide	https://oldschool.runescape.wiki/w/Bloodbark_armour?oldid=15166168
magic	hands	3	Mid	25407	Bloodbark gauntlets	High Runecraft/Crafting requirements	rapport	https://oldschool.runescape.wiki/w/Bloodbark_armour?oldid=15166168
magic	feet	3	Mid	25410	Bloodbark boots	High Runecraft/Crafting requirements	rapport	https://oldschool.runescape.wiki/w/Bloodbark_armour?oldid=15166168
magic	head	3	Mid	6918	Infinity hat	Mage Training Arena grind	rapport	https://oldschool.runescape.wiki/w/Infinity_robes?oldid=15237885
magic	body	3	Mid	6916	Infinity top	Mage Training Arena grind	rapport	https://oldschool.runescape.wiki/w/Infinity_robes?oldid=15237885
magic	legs	3	Mid	6924	Infinity bottoms	Mage Training Arena grind	rapport	https://oldschool.runescape.wiki/w/Infinity_robes?oldid=15237885
magic	hands	3	Mid	6922	Infinity gloves	Mage Training Arena grind	rapport	https://oldschool.runescape.wiki/w/Infinity_robes?oldid=15237885
magic	feet	3	Mid	6920	Infinity boots	Mage Training Arena grind	rapport	https://oldschool.runescape.wiki/w/Infinity_robes?oldid=15237885
magic	weapon	3	Mid	1409	Iban's staff	Normal quest-reward state	rapport	https://oldschool.runescape.wiki/w/Iban%27s_staff?oldid=15261802
magic	weapon	3	Mid	12658	Iban's staff (u)	Upgraded charge-capacity state	beide	https://oldschool.runescape.wiki/w/Iban%27s_staff?oldid=15261802
magic	weapon	3	Mid	28583	Warped sceptre (uncharged)	Uncharged state; 56 Slayer/Path of Glouphrie access	beide	https://oldschool.runescape.wiki/w/Warped_sceptre?oldid=15223410
magic	weapon	3	Mid	28585	Warped sceptre	Charged state	beide	https://oldschool.runescape.wiki/w/Warped_sceptre?oldid=15223410
magic	cape	3	Mid	2412	Saradomin cape	Mage Arena I variant	beide	https://oldschool.runescape.wiki/w/Saradomin_cape?oldid=15184014
magic	cape	3	Mid	2413	Guthix cape	Mage Arena I variant	beide	https://oldschool.runescape.wiki/w/Guthix_cape?oldid=15184190
magic	cape	3	Mid	2414	Zamorak cape	Mage Arena I variant	beide	https://oldschool.runescape.wiki/w/Zamorak_cape?oldid=15184088
magic	shield	3	Mid	6889	Mage's book	Mage Training Arena reward	beide	https://oldschool.runescape.wiki/w/Mage%27s_book?oldid=15183115
magic	feet	3	Mid	4097	Mystic boots	Explicit report alternative when full Bloodbark/Infinity is not owned	rapport	https://oldschool.runescape.wiki/w/Mystic_robes?oldid=14928673
magic	neck	3	Mid	6585	Amulet of fury	Multi-style neck carried into mid-game	aangevuld	https://oldschool.runescape.wiki/w/Amulet_of_fury?oldid=15196129
magic	ring	3	Mid	11770	Seers ring (i)	Nightmare Zone imbue ID; Dagannoth Prime drop first	aangevuld	https://oldschool.runescape.wiki/w/Seers_ring_(i)?oldid=15184566
magic	ring	3	Mid	25258	Seers ring (i)	Soul Wars imbue ID	aangevuld	https://oldschool.runescape.wiki/w/Seers_ring_(i)?oldid=15184566
magic	ring	3	Mid	26767	Seers ring (i)	PvP Arena imbue ID	aangevuld	https://oldschool.runescape.wiki/w/Seers_ring_(i)?oldid=15184566
magic	head	4	Late	4708	Ahrim's hood	Repairable base Barrows form only	rapport	https://oldschool.runescape.wiki/w/Ahrim_the_Blighted%27s_equipment?oldid=15109824
magic	body	4	Late	4712	Ahrim's robetop	Repairable base Barrows form only	beide	https://oldschool.runescape.wiki/w/Ahrim_the_Blighted%27s_equipment?oldid=15109824
magic	legs	4	Late	4714	Ahrim's robeskirt	Repairable base Barrows form only	beide	https://oldschool.runescape.wiki/w/Ahrim_the_Blighted%27s_equipment?oldid=15109824
magic	head	4	Late	29019	Blue moon helm	Repairable base form; Perilous Moons	aangevuld	https://oldschool.runescape.wiki/w/Blue_moon_armour?oldid=15316410
magic	body	4	Late	29013	Blue moon chestplate	Repairable base form; Perilous Moons	aangevuld	https://oldschool.runescape.wiki/w/Blue_moon_armour?oldid=15316410
magic	legs	4	Late	29016	Blue moon tassets	Repairable base form; Perilous Moons	aangevuld	https://oldschool.runescape.wiki/w/Blue_moon_armour?oldid=15316410
magic	head	4	Late	26241	Virtus mask	DT2 boss unique; late Ironman RNG	rapport	https://oldschool.runescape.wiki/w/Virtus_robes?oldid=15209389
magic	body	4	Late	26243	Virtus robe top	DT2 boss unique; late Ironman RNG	beide	https://oldschool.runescape.wiki/w/Virtus_robes?oldid=15209389
magic	legs	4	Late	26245	Virtus robe bottom	DT2 boss unique; late Ironman RNG	rapport	https://oldschool.runescape.wiki/w/Virtus_robes?oldid=15209389
magic	weapon	4	Late	11905	Trident of the seas (full)	Full charge preset; 87 Slayer for Kraken	rapport	https://oldschool.runescape.wiki/w/Trident_of_the_seas?oldid=15232083
magic	weapon	4	Late	11907	Trident of the seas	Partially charged state	rapport	https://oldschool.runescape.wiki/w/Trident_of_the_seas?oldid=15232083
magic	weapon	4	Late	11908	Uncharged trident	Uncharged state	rapport	https://oldschool.runescape.wiki/w/Trident_of_the_seas?oldid=15232083
magic	weapon	4	Late	12899	Trident of the swamp	Charged state; trident plus magic fang from Zulrah	beide	https://oldschool.runescape.wiki/w/Trident_of_the_swamp?oldid=15240917
magic	weapon	4	Late	12900	Uncharged toxic trident	Uncharged state	beide	https://oldschool.runescape.wiki/w/Trident_of_the_swamp?oldid=15240917
magic	neck	4	Late	12002	Occult necklace	93 Slayer smoke devil drop	beide	https://oldschool.runescape.wiki/w/Occult_necklace?oldid=15185500
magic	hands	4	Late	19544	Tormented bracelet	Zenyte jewellery; late Ironman Crafting	beide	https://oldschool.runescape.wiki/w/Tormented_bracelet?oldid=15187467
magic	cape	4	Late	21791	Imbued saradomin cape	Mage Arena II variant	beide	https://oldschool.runescape.wiki/w/Imbued_saradomin_cape?oldid=15260270
magic	cape	4	Late	21793	Imbued guthix cape	Mage Arena II variant	beide	https://oldschool.runescape.wiki/w/Imbued_guthix_cape?oldid=15260269
magic	cape	4	Late	21795	Imbued zamorak cape	Mage Arena II variant	beide	https://oldschool.runescape.wiki/w/Imbued_zamorak_cape?oldid=15262525
magic	shield	4	Late	25985	Elidinis' ward	Tombs of Amascut unique; unfortified state	rapport	https://oldschool.runescape.wiki/w/Elidinis%27_ward?oldid=15236925
magic	ring	4	Late	11770	Seers ring (i)	Nightmare Zone imbue ID; carried forward	aangevuld	https://oldschool.runescape.wiki/w/Seers_ring_(i)?oldid=15184566
magic	feet	4	Late	13235	Eternal boots	Cerberus eternal crystal plus infinity boots; often late Ironman	aangevuld	https://oldschool.runescape.wiki/w/Eternal_boots?oldid=15186940
magic	head	5	End	21018	Ancestral hat	Chambers of Xeric unique; extremely late Ironman	rapport	https://oldschool.runescape.wiki/w/Ancestral_robes?oldid=15257960
magic	body	5	End	21021	Ancestral robe top	Chambers of Xeric unique; extremely late Ironman	beide	https://oldschool.runescape.wiki/w/Ancestral_robes?oldid=15257960
magic	legs	5	End	21024	Ancestral robe bottom	Chambers of Xeric unique; extremely late Ironman	beide	https://oldschool.runescape.wiki/w/Ancestral_robes?oldid=15257960
magic	weapon	5	End	27275	Tumeken's shadow	Charged state; Tombs of Amascut mega-rare; extremely late Ironman	beide	https://oldschool.runescape.wiki/w/Tumeken%27s_shadow?oldid=15236153
magic	weapon	5	End	27277	Tumeken's shadow (uncharged)	Uncharged state	beide	https://oldschool.runescape.wiki/w/Tumeken%27s_shadow?oldid=15236153
magic	weapon	5	End	21006	Kodai wand	Chambers of Xeric kodai insignia plus master wand; extremely late Ironman	rapport	https://oldschool.runescape.wiki/w/Kodai_wand?oldid=15188070
magic	ring	5	End	28313	Magus ring	Canonical live-game ID; DT2/Duke vestige grind	beide	https://oldschool.runescape.wiki/w/Magus_ring?oldid=15191288
magic	feet	5	End	13235	Eternal boots	Cerberus eternal crystal plus infinity boots	rapport	https://oldschool.runescape.wiki/w/Eternal_boots?oldid=15186940
magic	neck	5	End	12002	Occult necklace	Best listed magic neck carried forward	aangevuld	https://oldschool.runescape.wiki/w/Occult_necklace?oldid=15185500
magic	hands	5	End	19544	Tormented bracelet	Best listed magic gloves carried forward	aangevuld	https://oldschool.runescape.wiki/w/Tormented_bracelet?oldid=15187467
magic	cape	5	End	21791	Imbued saradomin cape	Representative imbued god-cape carry-forward	aangevuld	https://oldschool.runescape.wiki/w/Imbued_saradomin_cape?oldid=15260270
magic	shield	5	End	27251	Elidinis' ward (f)	Fortified one-handed option; requires an arcane sigil and 90 Prayer/Smithing	beide	https://oldschool.runescape.wiki/w/Elidinis%27_ward?oldid=15236925
hybrid-utility	ring	3	Mid	22975	Brimstone ring	Multi-style ring from the Alchemical Hydra; 95 Slayer makes this late for many Ironmen	gemini-namenlijst	https://oldschool.runescape.wiki/w/Brimstone_ring?oldid=15264609
hybrid-utility	head	3	Mid	11865	Slayer helmet (i)	Nightmare Zone imbued form; combines Slayer headgear effects and Ranged/Magic accuracy	gemini-namenlijst	https://oldschool.runescape.wiki/w/Slayer_helmet_(i)?oldid=15232210
hybrid-utility	ring	4	Late	25975	Lightbearer	Tombs of Amascut unique; doubles special-attack energy regeneration	gemini-namenlijst	https://oldschool.runescape.wiki/w/Lightbearer?oldid=15236172
hybrid-utility	ammo	5	End	22947	Rada's blessing 4	Elite Kourend & Kebos Diary reward; ammunition-slot Prayer bonus and utility teleports	gemini-namenlijst	https://oldschool.runescape.wiki/w/Rada%27s_blessing_4?oldid=15242366
hybrid-utility	shield	5	End	12817	Elysian spirit shield	Corporeal Beast end-game shield; 70% chance to reduce incoming damage by 25%	gemini-namenlijst	https://oldschool.runescape.wiki/w/Elysian_spirit_shield?oldid=15186436
prayer	body	2	Early	544	Monk's robe top	+6 Prayer; free-to-play robe obtained in the Edgeville Monastery after reaching Prayer 31	rapport	https://oldschool.runescape.wiki/w/Monk%27s_robes?oldid=14545871
prayer	legs	2	Early	542	Monk's robe	+5 Prayer; canonical bottom-piece display name	rapport	https://oldschool.runescape.wiki/w/Monk%27s_robes?oldid=14545871
prayer	neck	2	Early	1718	Holy symbol	+8 Prayer and small all-style defensive bonuses; inexpensive repeatable Ironman route	rapport	https://oldschool.runescape.wiki/w/Holy_symbol?oldid=15261933
prayer	head	3	Mid	5574	Initiate sallet	+3 Prayer; 20 Defence, 10 Prayer and Recruitment Drive	rapport	https://oldschool.runescape.wiki/w/Initiate_armour?oldid=14982224
prayer	body	3	Mid	5575	Initiate hauberk	+6 Prayer; mithril-equivalent defensive armour with a Prayer bonus	rapport	https://oldschool.runescape.wiki/w/Initiate_armour?oldid=14982224
prayer	legs	3	Mid	5576	Initiate cuisse	+5 Prayer; mithril-equivalent defensive leg armour	rapport	https://oldschool.runescape.wiki/w/Initiate_armour?oldid=14982224
prayer	neck	3	Mid	1718	Holy symbol	+8 Prayer; carried forward because Initiate armour does not replace the neck slot	rapport	https://oldschool.runescape.wiki/w/Holy_symbol?oldid=15261933
prayer	head	4	Late	9672	Proselyte sallet	+4 Prayer; 30 Defence, 20 Prayer and The Slug Menace	rapport	https://oldschool.runescape.wiki/w/Proselyte_armour?oldid=15093439
prayer	body	4	Late	9674	Proselyte hauberk	+8 Prayer; adamant-equivalent defensive armour	rapport	https://oldschool.runescape.wiki/w/Proselyte_armour?oldid=15093439
prayer	legs	4	Late	9676	Proselyte cuisse	+6 Prayer; platelegs-style variant with the same stats as the tasset	rapport	https://oldschool.runescape.wiki/w/Proselyte_armour?oldid=15093439
prayer	legs	4	Late	9678	Proselyte tasset	+6 Prayer; plateskirt-style equivalent with the same stats as the cuisse	rapport	https://oldschool.runescape.wiki/w/Proselyte_armour?oldid=15093439
prayer	shield	4	Late	3844	Book of balance	+5 Prayer with balanced +4 attack and defence bonuses; completed Guthix god book	rapport	https://oldschool.runescape.wiki/w/Book_of_balance?oldid=15225459
prayer	head	5	End	28933	Sunfire fanatic helm	+6 Prayer; current highest head-slot Prayer bonus, requiring 40 Defence and 60 Prayer	rapport	https://oldschool.runescape.wiki/w/Sunfire_fanatic_armour?oldid=14911113
prayer	body	5	End	28936	Sunfire fanatic cuirass	+10 Prayer; current highest body-slot Prayer bonus and +2 over Proselyte	rapport	https://oldschool.runescape.wiki/w/Sunfire_fanatic_armour?oldid=14911113
prayer	legs	5	End	28939	Sunfire fanatic chausses	+8 Prayer; current highest leg-slot Prayer bonus and +2 over Proselyte	rapport	https://oldschool.runescape.wiki/w/Sunfire_fanatic_armour?oldid=14911113
tool-pickaxe	tool	2	Early	1265	Bronze pickaxe	Mining 1	rapport	https://oldschool.runescape.wiki/w/Bronze_pickaxe?oldid=15182812
tool-pickaxe	tool	2	Early	1267	Iron pickaxe	Mining 1	rapport	https://oldschool.runescape.wiki/w/Iron_pickaxe?oldid=15182550
tool-pickaxe	tool	2	Early	1269	Steel pickaxe	Mining 6	rapport	https://oldschool.runescape.wiki/w/Steel_pickaxe?oldid=15182578
tool-pickaxe	tool	2	Early	12297	Black pickaxe	Mining 11; clue reward, so not a dependable Ironman progression step	rapport	https://oldschool.runescape.wiki/w/Black_pickaxe?oldid=15185942
tool-pickaxe	tool	3	Mid	1273	Mithril pickaxe	Mining 21	rapport	https://oldschool.runescape.wiki/w/Mithril_pickaxe?oldid=15182833
tool-pickaxe	tool	3	Mid	1271	Adamant pickaxe	Mining 31	rapport	https://oldschool.runescape.wiki/w/Adamant_pickaxe?oldid=15242617
tool-pickaxe	tool	3	Mid	1275	Rune pickaxe	Mining 41	rapport	https://oldschool.runescape.wiki/w/Rune_pickaxe?oldid=15182864
tool-pickaxe	tool	4	Late	11920	Dragon pickaxe	Mining 61; boss/Volcanic Mine route	rapport	https://oldschool.runescape.wiki/w/Dragon_pickaxe?oldid=15185360
tool-pickaxe	tool	4	Late	13243	Infernal pickaxe	Mining 61; charged state; smouldering stone generally requires 91 Slayer/Cerberus	rapport	https://oldschool.runescape.wiki/w/Infernal_pickaxe?oldid=15242251
tool-pickaxe	tool	4	Late	13244	Infernal pickaxe (uncharged)	Depleted but still functions as a dragon pickaxe	rapport	https://oldschool.runescape.wiki/w/Infernal_pickaxe?oldid=15242251
tool-pickaxe	tool	5	End	20014	3rd age pickaxe	Mining/Attack 65; ultra-rare clue item and not realistic Ironman progression	rapport	https://oldschool.runescape.wiki/w/3rd_age_pickaxe?oldid=15255185
tool-pickaxe	tool	5	End	23680	Crystal pickaxe	Mining 71; active charged state; Song of the Elves plus crystal tool seed	rapport	https://oldschool.runescape.wiki/w/Crystal_pickaxe?oldid=15211527
tool-pickaxe	tool	5	End	23682	Crystal pickaxe (inactive)	Inactive state; still a distinct bankable ID	rapport	https://oldschool.runescape.wiki/w/Crystal_pickaxe?oldid=15211527
tool-axe	tool	2	Early	1351	Bronze axe	Woodcutting 1	rapport	https://oldschool.runescape.wiki/w/Bronze_axe?oldid=15182784
tool-axe	tool	2	Early	1349	Iron axe	Woodcutting 1	rapport	https://oldschool.runescape.wiki/w/Iron_axe?oldid=15182609
tool-axe	tool	2	Early	1353	Steel axe	Woodcutting 6	rapport	https://oldschool.runescape.wiki/w/Steel_axe?oldid=15182616
tool-axe	tool	2	Early	1361	Black axe	Woodcutting 11; uncommon drop/clue route	rapport	https://oldschool.runescape.wiki/w/Black_axe?oldid=15183761
tool-axe	tool	3	Mid	1355	Mithril axe	Woodcutting 21	rapport	https://oldschool.runescape.wiki/w/Mithril_axe?oldid=15182615
tool-axe	tool	3	Mid	1357	Adamant axe	Woodcutting 31	rapport	https://oldschool.runescape.wiki/w/Adamant_axe?oldid=15242621
tool-axe	tool	3	Mid	1359	Rune axe	Woodcutting 41	rapport	https://oldschool.runescape.wiki/w/Rune_axe?oldid=15183359
tool-axe	tool	4	Late	6739	Dragon axe	Woodcutting 61; Dagannoth Kings/Wintertodt route	rapport	https://oldschool.runescape.wiki/w/Dragon_axe?oldid=15221311
tool-axe	tool	4	Late	13241	Infernal axe	Woodcutting 61; smouldering stone generally requires 91 Slayer/Cerberus	rapport	https://oldschool.runescape.wiki/w/Infernal_axe?oldid=15256507
tool-axe	tool	4	Late	13242	Infernal axe (uncharged)	Depleted state; still functions as a dragon axe	rapport	https://oldschool.runescape.wiki/w/Infernal_axe?oldid=15256507
tool-axe	tool	5	End	20011	3rd age axe	Woodcutting/Attack 65; ultra-rare clue item and not realistic Ironman progression	rapport	https://oldschool.runescape.wiki/w/3rd_age_axe?oldid=15187660
tool-axe	tool	5	End	23673	Crystal axe	Woodcutting 71; Song of the Elves plus crystal tool seed	rapport	https://oldschool.runescape.wiki/w/Crystal_axe?oldid=15189455
tool-axe	tool	5	End	23675	Crystal axe (inactive)	Inactive state; distinct bankable ID	rapport	https://oldschool.runescape.wiki/w/Crystal_axe?oldid=15189455
tool-harpoon	tool	2	Early	311	Harpoon	Fishing 35	rapport	https://oldschool.runescape.wiki/w/Harpoon?oldid=15239131
tool-harpoon	tool	3	Mid	10129	Barb-tail harpoon	Fishing 48; Hunter creature drop; equipable alternative	rapport	https://oldschool.runescape.wiki/w/Barb-tail_harpoon?oldid=15182885
tool-harpoon	tool	4	Late	21028	Dragon harpoon	Fishing 61; Wyrm/Tempoross reward RNG	rapport	https://oldschool.runescape.wiki/w/Dragon_harpoon?oldid=15188066
tool-harpoon	tool	4	Late	21031	Infernal harpoon	Fishing 61; charged state; smouldering stone generally requires 91 Slayer/Cerberus	rapport	https://oldschool.runescape.wiki/w/Infernal_harpoon?oldid=15231528
tool-harpoon	tool	4	Late	21033	Infernal harpoon (uncharged)	Depleted state	rapport	https://oldschool.runescape.wiki/w/Infernal_harpoon?oldid=15231528
tool-harpoon	tool	5	End	23762	Crystal harpoon	Fishing 71; active state; Song of the Elves plus crystal tool seed	rapport	https://oldschool.runescape.wiki/w/Crystal_harpoon?oldid=15211401
tool-harpoon	tool	5	End	23764	Crystal harpoon (inactive)	Inactive state	rapport	https://oldschool.runescape.wiki/w/Crystal_harpoon?oldid=15211401
tool-rod	tool	2	Early	307	Fishing rod	Fishing 5; bait fishing	rapport	https://oldschool.runescape.wiki/w/Fishing_rod?oldid=15207772
