item_id	display_name	constant_name	source_category	final_category	changed_by_rules	fallback_review
5919	Slayer's respite(m3)	KEG_MATURE_SLAYERS_RESPITE_3	UNKNOWN	CLEANUP	False	True
5920	Keg Mature Slayers Respite 3	KEG_MATURE_SLAYERS_RESPITE_3	UNKNOWN	CLEANUP	False	True
5921	Slayer's respite(m4)	KEG_MATURE_SLAYERS_RESPITE_4	UNKNOWN	CLEANUP	False	True
5922	Keg Mature Slayers Respite 4	KEG_MATURE_SLAYERS_RESPITE_4	UNKNOWN	CLEANUP	False	True
5923	Cider(m1)	KEG_MATURE_CIDER_1	UNKNOWN	CLEANUP	False	True
5924	Keg Mature Cider 1	KEG_MATURE_CIDER_1	UNKNOWN	CLEANUP	False	True
5925	Cider(m2)	KEG_MATURE_CIDER_2	UNKNOWN	CLEANUP	False	True
5926	Keg Mature Cider 2	KEG_MATURE_CIDER_2	UNKNOWN	CLEANUP	False	True
5927	Cider(m3)	KEG_MATURE_CIDER_3	UNKNOWN	CLEANUP	False	True
5928	Keg Mature Cider 3	KEG_MATURE_CIDER_3	UNKNOWN	CLEANUP	False	True
5929	Cider(m4)	KEG_MATURE_CIDER_4	UNKNOWN	CLEANUP	False	True
5930	Keg Mature Cider 4	KEG_MATURE_CIDER_4	UNKNOWN	CLEANUP	False	True
5931	Jute fibre	JUTE_FIBRE	UNKNOWN	CLEANUP	False	True
5932	Jute Fibre	JUTE_FIBRE	UNKNOWN	CLEANUP	False	True
5933	Willow branch	WILLOW_BRANCH	UNKNOWN	CLEANUP	False	True
5934	Willow Branch	WILLOW_BRANCH	UNKNOWN	CLEANUP	False	True
5937	Weapon poison(+)	WEAPON_POISON_	UNKNOWN	CLEANUP	False	True
5938	Weapon Poison 	WEAPON_POISON_	UNKNOWN	CLEANUP	False	True
5940	Weapon poison(++)	WEAPON_POISON__	UNKNOWN	CLEANUP	False	True
5941	Weapon Poison  	WEAPON_POISON__	UNKNOWN	CLEANUP	False	True
5944	Antidote 4	ANTIDOTE_4	UNKNOWN	CLEANUP	False	True
5946	Antidote 3	ANTIDOTE_3	UNKNOWN	CLEANUP	False	True
5948	Antidote 2	ANTIDOTE_2	UNKNOWN	CLEANUP	False	True
5950	Antidote 1	ANTIDOTE_1	UNKNOWN	CLEANUP	False	True
5953	Antidote  4	ANTIDOTE__4	UNKNOWN	CLEANUP	False	True
5955	Antidote  3	ANTIDOTE__3	UNKNOWN	CLEANUP	False	True
5957	Antidote  2	ANTIDOTE__2	UNKNOWN	CLEANUP	False	True
5959	Antidote  1	ANTIDOTE__1	UNKNOWN	CLEANUP	False	True
5961	Basket Tomato 1	BASKET_TOMATO_1	UNKNOWN	CLEANUP	False	True
5963	Basket Tomato 2	BASKET_TOMATO_2	UNKNOWN	CLEANUP	False	True
5965	Basket Tomato 3	BASKET_TOMATO_3	UNKNOWN	CLEANUP	False	True
5967	Basket Tomato 4	BASKET_TOMATO_4	UNKNOWN	CLEANUP	False	True
5968	Tomatoes(5)	BASKET_TOMATO_5	UNKNOWN	CLEANUP	False	True
5969	Basket Tomato 5	BASKET_TOMATO_5	UNKNOWN	CLEANUP	False	True
5972	Papaya fruit	PAPAYA	UNKNOWN	CLEANUP	False	True
5973	Papaya	PAPAYA	UNKNOWN	CLEANUP	False	True
5980	Calquat fruit	CALQUAT_FRUIT	UNKNOWN	CLEANUP	False	True
5981	Calquat Fruit	CALQUAT_FRUIT	UNKNOWN	CLEANUP	False	True
5982	Watermelon	WATERMELON	UNKNOWN	CLEANUP	False	True
5983	Watermelon	WATERMELON	UNKNOWN	CLEANUP	False	True
5984	Watermelon slice	WATERMELON_SLICE	UNKNOWN	CLEANUP	False	True
5985	Watermelon Slice	WATERMELON_SLICE	UNKNOWN	CLEANUP	False	True
5986	Sweetcorn	SWEETCORN	UNKNOWN	CLEANUP	False	True
5987	Sweetcorn	SWEETCORN	UNKNOWN	CLEANUP	False	True
5990	Burnt sweetcorn	SWEETCORN_BURNT	CLEANUP	CLEANUP	False	False
5991	Sweetcorn Burnt	SWEETCORN_BURNT	CLEANUP	CLEANUP	False	False
5992	Apple mush	APPLE_MUSH	UNKNOWN	CLEANUP	False	True
5993	Apple Mush	APPLE_MUSH	UNKNOWN	CLEANUP	False	True
5996	Asgarnian hops	ASGARNIAN_HOPS	UNKNOWN	CLEANUP	False	True
5997	Asgarnian Hops	ASGARNIAN_HOPS	UNKNOWN	CLEANUP	False	True
5998	Yanillian hops	YANILLIAN_HOPS	UNKNOWN	CLEANUP	False	True
5999	Yanillian Hops	YANILLIAN_HOPS	UNKNOWN	CLEANUP	False	True
6000	Krandorian hops	KRANDORIAN_HOPS	UNKNOWN	CLEANUP	False	True
6001	Krandorian Hops	KRANDORIAN_HOPS	UNKNOWN	CLEANUP	False	True
6002	Wildblood hops	WILDBLOOD_HOPS	UNKNOWN	CLEANUP	False	True
6003	Wildblood Hops	WILDBLOOD_HOPS	UNKNOWN	CLEANUP	False	True
6004	Mushroom	BITTERCAP_MUSHROOM	UNKNOWN	CLEANUP	False	True
6005	Bittercap Mushroom	BITTERCAP_MUSHROOM	UNKNOWN	CLEANUP	False	True
6010	Marigolds	MARIGOLD	UNKNOWN	CLEANUP	False	True
6011	Marigold	MARIGOLD	UNKNOWN	CLEANUP	False	True
6012	Nasturtiums	NASTURTIUM	UNKNOWN	CLEANUP	False	True
6013	Nasturtium	NASTURTIUM	UNKNOWN	CLEANUP	False	True
6014	Rosemary	ROSEMARY	UNKNOWN	CLEANUP	False	True
6015	Rosemary	ROSEMARY	UNKNOWN	CLEANUP	False	True
6016	Cactus spine	CACTUS_SPINE	UNKNOWN	CLEANUP	False	True
6017	Cactus Spine	CACTUS_SPINE	UNKNOWN	CLEANUP	False	True
6018	Poison ivy berries	POISONIVY_BERRIES	UNKNOWN	CLEANUP	False	True
6019	Poisonivy Berries	POISONIVY_BERRIES	UNKNOWN	CLEANUP	False	True
6020	Leaves	LEAVES	UNKNOWN	CLEANUP	False	True
6021	Null	CERT_LEAVES	UNKNOWN	CLEANUP	False	True
6022	Oak leaves	LEAVES_OAK	UNKNOWN	CLEANUP	False	True
6023	Null	CERT_LEAVES_OAK	UNKNOWN	CLEANUP	False	True
6024	Willow leaves	LEAVES_WILLOW	UNKNOWN	CLEANUP	False	True
6025	Null	CERT_LEAVES_WILLOW	UNKNOWN	CLEANUP	False	True
6026	Yew leaves	LEAVES_YEW	UNKNOWN	CLEANUP	False	True
6027	Null	CERT_LEAVES_YEW	UNKNOWN	CLEANUP	False	True
6028	Maple leaves	LEAVES_MAPLE	UNKNOWN	CLEANUP	False	True
6029	Null	CERT_LEAVES_MAPLE	UNKNOWN	CLEANUP	False	True
6030	Magic leaves	LEAVES_MAGIC	UNKNOWN	CLEANUP	False	True
6031	Null	CERT_LEAVES_MAGIC	UNKNOWN	CLEANUP	False	True
6043	Oak roots	OAK_ROOTS	UNKNOWN	CLEANUP	False	True
6044	Oak Roots	OAK_ROOTS	UNKNOWN	CLEANUP	False	True
6045	Willow roots	WILLOW_ROOTS	UNKNOWN	CLEANUP	False	True
6046	Willow Roots	WILLOW_ROOTS	UNKNOWN	CLEANUP	False	True
6047	Maple roots	MAPLE_ROOTS	UNKNOWN	CLEANUP	False	True
6048	Maple Roots	MAPLE_ROOTS	UNKNOWN	CLEANUP	False	True
6049	Yew roots	YEW_ROOTS	UNKNOWN	CLEANUP	False	True
6050	Yew Roots	YEW_ROOTS	UNKNOWN	CLEANUP	False	True
6051	Magic roots	MAGIC_ROOTS	UNKNOWN	CLEANUP	False	True
6052	Magic Roots	MAGIC_ROOTS	UNKNOWN	CLEANUP	False	True
6053	Spirit roots	SPIRIT_ROOTS	UNKNOWN	CLEANUP	False	True
6054	Spirit Roots	SPIRIT_ROOTS	UNKNOWN	CLEANUP	False	True
6055	Weeds	WEEDS	UNKNOWN	CLEANUP	False	True
6056	Weeds	WEEDS	UNKNOWN	CLEANUP	False	True
6057	Hay sack	SCARECROW_TORSO	UNKNOWN	CLEANUP	False	True
6059	Scarecrow	SCARECROW_COMPLETE	UNKNOWN	CLEANUP	False	True
6060	Milking Stool	MILKING_STOOL	UNKNOWN	CLEANUP	False	True
6063	Spirit tree	SPIRIT_TREE_DUMMY	UNKNOWN	CLEANUP	False	True
6064	Bloody mourner top	MOURNING_BLOODY_MOURNER_TOP	UNKNOWN	CLEANUP	False	True
6065	Mourner top	MOURNING_MOURNER_TOP	UNKNOWN	CLEANUP	False	True
6070	Mourner cloak	MOURNING_MOURNER_CLOAK	UNKNOWN	CLEANUP	False	True
6071	Mourner letter	MOURNING_MOURNER_MESSAGE	UNKNOWN	CLEANUP	False	True
6072	Tegid's soap	MOURNING_SOAP	UNKNOWN	CLEANUP	False	True
6073	Prifddinas' history	MOURNING_BOOK1	UNKNOWN	CLEANUP	False	True
6074	Mourning Book1	MOURNING_BOOK1	UNKNOWN	CLEANUP	False	True
6075	Eastern discovery	MOURNING_BOOK2	UNKNOWN	CLEANUP	False	True
6076	Mourning Book2	MOURNING_BOOK2	UNKNOWN	CLEANUP	False	True
6077	Eastern settlement	MOURNING_BOOK3	UNKNOWN	CLEANUP	False	True
6078	Mourning Book3	MOURNING_BOOK3	UNKNOWN	CLEANUP	False	True
6079	The great divide	MOURNING_BOOK4	UNKNOWN	CLEANUP	False	True
6080	Mourning Book4	MOURNING_BOOK4	UNKNOWN	CLEANUP	False	True
6081	Broken device	MOURNING_PAINT_GUN_BROKEN	CLEANUP	CLEANUP	False	False
6082	Fixed device	MOURNING_PAINT_GUN	UNKNOWN	CLEANUP	False	True
6083	Tarnished key	MOURNING_GNOME_KEY	UNKNOWN	CLEANUP	False	True
6084	Worn key	MOURNING_HEAD_MOURNER_KEY	UNKNOWN	CLEANUP	False	True
6085	Red dye bellows	MOURNING_OGRE_BELLOWS_RED	UNKNOWN	CLEANUP	False	True
6086	Blue dye bellows	MOURNING_OGRE_BELLOWS_BLUE	UNKNOWN	CLEANUP	False	True
6087	Yellow dye bellows	MOURNING_OGRE_BELLOWS_YELLOW	UNKNOWN	CLEANUP	False	True
6088	Green dye bellows	MOURNING_OGRE_BELLOWS_GREEN	UNKNOWN	CLEANUP	False	True
6089	Blue toad	MOURNING_BLOATED_TOAD_BLUE	UNKNOWN	CLEANUP	False	True
6090	Red toad	MOURNING_BLOATED_TOAD_RED	UNKNOWN	CLEANUP	False	True
6091	Yellow toad	MOURNING_BLOATED_TOAD_YELLOW	UNKNOWN	CLEANUP	False	True
6092	Green toad	MOURNING_BLOATED_TOAD_GREEN	UNKNOWN	CLEANUP	False	True
6096	Toxic naphtha	MOURNING_TOXIC_NAPHTHA	UNKNOWN	CLEANUP	False	True
6097	Sieve	MOURNING_SIEVE	UNKNOWN	CLEANUP	False	True
6098	Toxic powder	MOURNING_APPLE_TOXIN	UNKNOWN	CLEANUP	False	True
6104	New key	MOURNING_EXCAVATION_KEY	UNKNOWN	CLEANUP	False	True
6105	Elf	PICKPOCKET_GUIDE_WOODELF	UNKNOWN	CLEANUP	False	True
6109	Ghostly hood	SECRET_GHOST_HAT	UNKNOWN	CLEANUP	False	True
6111	Ghostly cloak	SECRET_GHOST_CLOAK	UNKNOWN	CLEANUP	False	True
6113	Kelda hops	KELDA_HOPS	UNKNOWN	CLEANUP	False	True
6118	Kelda stout	KELDA_STOUT	UNKNOWN	CLEANUP	False	True
6119	Square stone	TURNRIGHT_TRACKJUNCTION_CONTROL_CARD	UNKNOWN	CLEANUP	False	True
6120	Square stone	TURNLEFT_TRACKJUNCTION_CONTROL_CARD	UNKNOWN	CLEANUP	False	True
6121	Letter	FORGET_GARDENER_LETTER	UNKNOWN	CLEANUP	False	True
6122	A chair	FORGET_CUTSCENE_CHAIR	UNKNOWN	CLEANUP	False	True
6123	Beer glass	FORGET_CUTSCENE_BEER	UNKNOWN	CLEANUP	False	True
6144	Dagganoth Range Feet	DAGGANOTH_RANGE_FEET	UNKNOWN	CLEANUP	False	True
6146	Dagganoth Melee Feet	DAGGANOTH_MELEE_FEET	UNKNOWN	CLEANUP	False	True
6148	Dagganoth Mage Feet	DAGGANOTH_MAGE_FEET	UNKNOWN	CLEANUP	False	True
6157	Rock-shell chunk	DAGGANOTH_MELEE_HEAD_PART	UNKNOWN	CLEANUP	False	True
6158	Dagganoth Melee Head Part	DAGGANOTH_MELEE_HEAD_PART	UNKNOWN	CLEANUP	False	True
6161	Rock-shell splinter	DAGGANOTH_MELEE_LEG_PART	UNKNOWN	CLEANUP	False	True
6162	Dagganoth Melee Leg Part	DAGGANOTH_MELEE_LEG_PART	UNKNOWN	CLEANUP	False	True
6164	Dagganoth Mage Head Part	DAGGANOTH_MAGE_HEAD_PART	UNKNOWN	CLEANUP	False	True
6168	Dagganoth Mage Leg Part	DAGGANOTH_MAGE_LEG_PART	UNKNOWN	CLEANUP	False	True
6170	Dagganoth Range Head Part	DAGGANOTH_RANGE_HEAD_PART	UNKNOWN	CLEANUP	False	True
6174	Dagganoth Range Leg Part	DAGGANOTH_RANGE_LEG_PART	UNKNOWN	CLEANUP	False	True
6180	Lederhosen top	LADERHOSEN_TOP	UNKNOWN	CLEANUP	False	True
6182	Lederhosen hat	LADERHOSEN_HAT	UNKNOWN	CLEANUP	False	True
6184	Royal frog tunic	MACRO_PRINCE_TORSO	UNKNOWN	CLEANUP	False	True
6186	Royal frog blouse	MACRO_PRINCESS_TORSO	UNKNOWN	CLEANUP	False	True
6188	Frog mask	MACRO_FROG_MASK	UNKNOWN	CLEANUP	False	True
6189	Macro Quiz Food1	MACRO_QUIZ_FOOD1	UNKNOWN	CLEANUP	False	True
6190	Macro Quiz Food2	MACRO_QUIZ_FOOD2	UNKNOWN	CLEANUP	False	True
6191	Macro Quiz Weapon1	MACRO_QUIZ_WEAPON1	UNKNOWN	CLEANUP	False	True
6192	Macro Quiz Weapon2	MACRO_QUIZ_WEAPON2	UNKNOWN	CLEANUP	False	True
6195	Macro Quiz Tool1	MACRO_QUIZ_TOOL1	UNKNOWN	CLEANUP	False	True
6196	Macro Quiz Tool2	MACRO_QUIZ_TOOL2	UNKNOWN	CLEANUP	False	True
6197	Macro Quiz Jewel1	MACRO_QUIZ_JEWEL1	UNKNOWN	CLEANUP	False	True
6198	Macro Quiz Jewel2	MACRO_QUIZ_JEWEL2	UNKNOWN	CLEANUP	False	True
6199	Mystery box	MACRO_QUIZ_MYSTERY_BOX	UNKNOWN	CLEANUP	False	True
6281	Thatch spar light	THATCHING_SPAR_LIGHT	UNKNOWN	CLEANUP	False	True
6282	Thatching Spar Light	THATCHING_SPAR_LIGHT	UNKNOWN	CLEANUP	False	True
6283	Thatch spar med	THATCHING_SPAR_MED	UNKNOWN	CLEANUP	False	True
6284	Thatching Spar Med	THATCHING_SPAR_MED	UNKNOWN	CLEANUP	False	True
6285	Thatch spar dense	THATCHING_SPAR_DENSE	UNKNOWN	CLEANUP	False	True
6286	Thatching Spar Dense	THATCHING_SPAR_DENSE	UNKNOWN	CLEANUP	False	True
6289	Snakeskin	VILLAGE_SNAKE_SKIN	UNKNOWN	CLEANUP	False	True
6290	Village Snake Skin	VILLAGE_SNAKE_SKIN	UNKNOWN	CLEANUP	False	True
6291	Spider carcass	VILLAGE_SPIDER_CARCASS	UNKNOWN	CLEANUP	False	True
6292	Village Spider Carcass	VILLAGE_SPIDER_CARCASS	UNKNOWN	CLEANUP	False	True
6301	Burnt spider	TBW_SPIDER_ON_STICK_BURNT	CLEANUP	CLEANUP	False	False
6302	Tbw Spider On Stick Burnt	TBW_SPIDER_ON_STICK_BURNT	CLEANUP	CLEANUP	False	False
6303	Spider on shaft	TBW_SPIDER_ON_SHAFT_BURNT	CLEANUP	CLEANUP	False	False
6304	Tbw Spider On Shaft Burnt	TBW_SPIDER_ON_SHAFT_BURNT	CLEANUP	CLEANUP	False	False
6305	Skewer stick	TBW_SKEWER_STICK	UNKNOWN	CLEANUP	False	True
6307	Village Trade Sticks2	VILLAGE_TRADE_STICKS2	UNKNOWN	CLEANUP	False	True
6308	Village Trade Sticks3	VILLAGE_TRADE_STICKS3	UNKNOWN	CLEANUP	False	True
6309	Village Trade Sticks4	VILLAGE_TRADE_STICKS4	UNKNOWN	CLEANUP	False	True
6310	Village Trade Sticks5	VILLAGE_TRADE_STICKS5	UNKNOWN	CLEANUP	False	True
6311	Gout tuber	VILLAGE_RARE_TUBER	UNKNOWN	CLEANUP	False	True
6312	Village Rare Tuber	VILLAGE_RARE_TUBER	UNKNOWN	CLEANUP	False	True
6313	Opal machete	MACHETTE_OPAL	UNKNOWN	CLEANUP	False	True
6314	Machette Opal	MACHETTE_OPAL	UNKNOWN	CLEANUP	False	True
6315	Jade machete	MACHETTE_JADE	UNKNOWN	CLEANUP	False	True
6316	Machette Jade	MACHETTE_JADE	UNKNOWN	CLEANUP	False	True
6317	Red topaz machete	MACHETTE_REDTOPAZ	UNKNOWN	CLEANUP	False	True
6318	Machette Redtopaz	MACHETTE_REDTOPAZ	UNKNOWN	CLEANUP	False	True
6319	Proboscis	MOSQUITO_PROBOSCIS	UNKNOWN	CLEANUP	False	True
6320	Mosquito Proboscis 3	MOSQUITO_PROBOSCIS_3	UNKNOWN	CLEANUP	False	True
6321	Mosquito Proboscis 5	MOSQUITO_PROBOSCIS_5	UNKNOWN	CLEANUP	False	True
6326	Snakeskin bandana	SNAKESKIN_BANDANA	UNKNOWN	CLEANUP	False	True
6327	Snakeskin Bandana	SNAKESKIN_BANDANA	UNKNOWN	CLEANUP	False	True
6335	Tribal mask	BROODOOMASK_POISON	UNKNOWN	CLEANUP	False	True
6336	Broodoomask Poison	BROODOOMASK_POISON	UNKNOWN	CLEANUP	False	True
6337	Tribal mask	BROODOOMASK_DISEASE	UNKNOWN	CLEANUP	False	True
6338	Broodoomask Disease	BROODOOMASK_DISEASE	UNKNOWN	CLEANUP	False	True
6339	Tribal mask	BROODOOMASK_COMBAT	UNKNOWN	CLEANUP	False	True
6340	Broodoomask Combat	BROODOOMASK_COMBAT	UNKNOWN	CLEANUP	False	True
6341	Tribal top	TBW_VILLAGER_SHIRT_CREAM	UNKNOWN	CLEANUP	False	True
6342	Tbw Villager Shirt Cream	TBW_VILLAGER_SHIRT_CREAM	UNKNOWN	CLEANUP	False	True
6345	Villager hat	TBW_VILLAGER_HAT_CREAM	UNKNOWN	CLEANUP	False	True
6346	Tbw Villager Hat Cream	TBW_VILLAGER_HAT_CREAM	UNKNOWN	CLEANUP	False	True
6347	Villager armband	TBW_VILLAGER_ARMBAND_CREAM	UNKNOWN	CLEANUP	False	True
6348	Tbw Villager Armband Cream	TBW_VILLAGER_ARMBAND_CREAM	UNKNOWN	CLEANUP	False	True
6351	Tribal top	TBW_VILLAGER_SHIRT_BLUE	UNKNOWN	CLEANUP	False	True
6352	Tbw Villager Shirt Blue	TBW_VILLAGER_SHIRT_BLUE	UNKNOWN	CLEANUP	False	True
6355	Villager hat	TBW_VILLAGER_HAT_BLUE	UNKNOWN	CLEANUP	False	True
6356	Tbw Villager Hat Blue	TBW_VILLAGER_HAT_BLUE	UNKNOWN	CLEANUP	False	True
6359	Villager armband	TBW_VILLAGER_ARMBAND_BLUE	UNKNOWN	CLEANUP	False	True
6360	Tbw Villager Armband Blue	TBW_VILLAGER_ARMBAND_BLUE	UNKNOWN	CLEANUP	False	True
6361	Tribal top	TBW_VILLAGER_SHIRT_YELLOW	UNKNOWN	CLEANUP	False	True
6362	Tbw Villager Shirt Yellow	TBW_VILLAGER_SHIRT_YELLOW	UNKNOWN	CLEANUP	False	True
6365	Villager hat	TBW_VILLAGER_HAT_YELLOW	UNKNOWN	CLEANUP	False	True
6366	Tbw Villager Hat Yellow	TBW_VILLAGER_HAT_YELLOW	UNKNOWN	CLEANUP	False	True
6369	Villager armband	TBW_VILLAGER_ARMBAND_YELLOW	UNKNOWN	CLEANUP	False	True
6370	Tbw Villager Armband Yellow	TBW_VILLAGER_ARMBAND_YELLOW	UNKNOWN	CLEANUP	False	True
6371	Tribal top	TBW_VILLAGER_SHIRT_PURPLE	UNKNOWN	CLEANUP	False	True
6372	Tbw Villager Shirt Purple	TBW_VILLAGER_SHIRT_PURPLE	UNKNOWN	CLEANUP	False	True
6375	Villager hat	TBW_VILLAGER_HAT_PURPLE	UNKNOWN	CLEANUP	False	True
6376	Tbw Villager Hat Purple	TBW_VILLAGER_HAT_PURPLE	UNKNOWN	CLEANUP	False	True
6379	Villager armband	TBW_VILLAGER_ARMBAND_PURPLE	UNKNOWN	CLEANUP	False	True
6380	Tbw Villager Armband Purple	TBW_VILLAGER_ARMBAND_PURPLE	UNKNOWN	CLEANUP	False	True
6382	Fez	ROGUETRADER_FEZ_HAT	UNKNOWN	CLEANUP	False	True
6383	Roguetrader Fez Hat	ROGUETRADER_FEZ_HAT	UNKNOWN	CLEANUP	False	True
6384	Desert top	ROGUETRADER_CARPETSLLER_TOP	UNKNOWN	CLEANUP	False	True
6385	Roguetrader Carpetsller Top	ROGUETRADER_CARPETSLLER_TOP	UNKNOWN	CLEANUP	False	True
6386	Desert robes	ROGUETRADER_CARPETSLLER_LEGS	GEAR	CLEANUP	True	False
6387	Roguetrader Carpetsller Legs	ROGUETRADER_CARPETSLLER_LEGS	GEAR	CLEANUP	True	False
6388	Desert top	ROGUETRADER_CARPETSLLER_TOP2	UNKNOWN	CLEANUP	False	True
6389	Roguetrader Carpetsller Top2	ROGUETRADER_CARPETSLLER_TOP2	UNKNOWN	CLEANUP	False	True
6390	Desert legs	ROGUETRADER_CARPETSLLER_LEGS2	GEAR	CLEANUP	True	False
6391	Roguetrader Carpetsller Legs2	ROGUETRADER_CARPETSLLER_LEGS2	GEAR	CLEANUP	True	False
6392	Menaphite purple hat	ROGUETRADER_MENAPHITE_HAT	UNKNOWN	CLEANUP	False	True
6393	Roguetrader Menaphite Hat	ROGUETRADER_MENAPHITE_HAT	UNKNOWN	CLEANUP	False	True
6394	Menaphite purple top	ROGUETRADER_MENAPHITE_TOP	UNKNOWN	CLEANUP	False	True
6395	Roguetrader Menaphite Top	ROGUETRADER_MENAPHITE_TOP	UNKNOWN	CLEANUP	False	True
6396	Menaphite purple robe	ROGUETRADER_MENAPHITE_LEGS	GEAR	CLEANUP	True	False
6397	Roguetrader Menaphite Legs	ROGUETRADER_MENAPHITE_LEGS	GEAR	CLEANUP	True	False
6398	Menaphite purple kilt	ROGUETRADER_MENAPHITE_LEGS2	GEAR	CLEANUP	True	False
6399	Roguetrader Menaphite Legs2	ROGUETRADER_MENAPHITE_LEGS2	GEAR	CLEANUP	True	False
6400	Menaphite red hat	ROGUETRADER_MENAPHITE_HAT_RED	UNKNOWN	CLEANUP	False	True
6401	Roguetrader Menaphite Hat Red	ROGUETRADER_MENAPHITE_HAT_RED	UNKNOWN	CLEANUP	False	True
6402	Menaphite red top	ROGUETRADER_MENAPHITE_TOP_RED	UNKNOWN	CLEANUP	False	True
6403	Roguetrader Menaphite Top Red	ROGUETRADER_MENAPHITE_TOP_RED	UNKNOWN	CLEANUP	False	True
6404	Menaphite red robe	ROGUETRADER_MENAPHITE_LEGS_RED	GEAR	CLEANUP	True	False
6405	Roguetrader Menaphite Legs Red	ROGUETRADER_MENAPHITE_LEGS_RED	GEAR	CLEANUP	True	False
6406	Menaphite red kilt	ROGUETRADER_MENAPHITE_LEGS_RED2	GEAR	CLEANUP	True	False
6407	Roguetrader Menaphite Legs Red2	ROGUETRADER_MENAPHITE_LEGS_RED2	GEAR	CLEANUP	True	False
6408	Oak blackjack(o)	ROGUETRADER_BJ_ASSAULT_OAK	UNKNOWN	CLEANUP	False	True
6409	Roguetrader Bj Assault Oak	ROGUETRADER_BJ_ASSAULT_OAK	UNKNOWN	CLEANUP	False	True
6410	Oak blackjack(d)	ROGUETRADER_BJ_DEFEND_OAK	UNKNOWN	CLEANUP	False	True
6411	Roguetrader Bj Defend Oak	ROGUETRADER_BJ_DEFEND_OAK	UNKNOWN	CLEANUP	False	True
6412	Willow blackjack(o)	ROGUETRADER_BJ_ASSAULT_WILLOW	UNKNOWN	CLEANUP	False	True
6413	Roguetrader Bj Assault Willow	ROGUETRADER_BJ_ASSAULT_WILLOW	UNKNOWN	CLEANUP	False	True
6414	Willow blackjack(d)	ROGUETRADER_BJ_DEFEND_WILLOW	UNKNOWN	CLEANUP	False	True
6415	Roguetrader Bj Defend Willow	ROGUETRADER_BJ_DEFEND_WILLOW	UNKNOWN	CLEANUP	False	True
6416	Maple blackjack	ROGUETRADER_BJ_MAPLE	UNKNOWN	CLEANUP	False	True
6417	Roguetrader Bj Maple	ROGUETRADER_BJ_MAPLE	UNKNOWN	CLEANUP	False	True
6418	Maple blackjack(o)	ROGUETRADER_BJ_ASSAULT_MAPLE	UNKNOWN	CLEANUP	False	True
6419	Roguetrader Bj Assault Maple	ROGUETRADER_BJ_ASSAULT_MAPLE	UNKNOWN	CLEANUP	False	True
6420	Maple blackjack(d)	ROGUETRADER_BJ_DEFEND_MAPLE	UNKNOWN	CLEANUP	False	True
6421	Roguetrader Bj Defend Maple	ROGUETRADER_BJ_DEFEND_MAPLE	UNKNOWN	CLEANUP	False	True
6422	Air rune	ROGUETRADER_AIRRUNE	RUNE	CLEANUP	True	False
6423	Roguetrader Airrune	ROGUETRADER_AIRRUNE	UNKNOWN	CLEANUP	False	True
6424	Water rune	ROGUETRADER_WATERRUNE	RUNE	CLEANUP	True	False
6425	Roguetrader Waterrune	ROGUETRADER_WATERRUNE	UNKNOWN	CLEANUP	False	True
6426	Earth rune	ROGUETRADER_EARTHRUNE	RUNE	CLEANUP	True	False
6427	Roguetrader Earthrune	ROGUETRADER_EARTHRUNE	UNKNOWN	CLEANUP	False	True
6428	Fire rune	ROGUETRADER_FIRERUNE	RUNE	CLEANUP	True	False
6429	Roguetrader Firerune	ROGUETRADER_FIRERUNE	UNKNOWN	CLEANUP	False	True
6430	Chaos rune	ROGUETRADER_CHAOSRUNE	RUNE	CLEANUP	True	False
6431	Roguetrader Chaosrune	ROGUETRADER_CHAOSRUNE	UNKNOWN	CLEANUP	False	True
6432	Death rune	ROGUETRADER_DEATHRUNE	RUNE	CLEANUP	True	False
6433	Roguetrader Deathrune	ROGUETRADER_DEATHRUNE	UNKNOWN	CLEANUP	False	True
6434	Law rune	ROGUETRADER_LAWRUNE	RUNE	CLEANUP	True	False
6435	Roguetrader Lawrune	ROGUETRADER_LAWRUNE	UNKNOWN	CLEANUP	False	True
6436	Mind rune	ROGUETRADER_MINDRUNE	RUNE	CLEANUP	True	False
6437	Roguetrader Mindrune	ROGUETRADER_MINDRUNE	UNKNOWN	CLEANUP	False	True
6438	Body rune	ROGUETRADER_BODYRUNE	RUNE	CLEANUP	True	False
6439	Roguetrader Bodyrune	ROGUETRADER_BODYRUNE	GEAR	CLEANUP	True	False
6449	Blast Furnace Pump Held	BLAST_FURNACE_PUMP_HELD	UNKNOWN	CLEANUP	False	True
6450	Kandarin headgear	CERT_BLAST_FURNACE_PUMP_HELD	UNKNOWN	CLEANUP	False	True
6451	Blast Furnace Conveyor Held	BLAST_FURNACE_CONVEYOR_HELD	UNKNOWN	CLEANUP	False	True
6461	White tree shoot	GARDEN_WHITE_TREE_SHOOT	UNKNOWN	CLEANUP	False	True
6462	White tree shoot	GARDEN_WHITE_TREE_PLANTPOT_SHOOT	CLEANUP	CLEANUP	False	False
6463	White tree shoot (w)	GARDEN_WHITE_TREE_PLANTPOT_SHOOT_WATERED	CLEANUP	CLEANUP	False	False
6469	White tree fruit	GARDEN_WHITE_TREE_FRUIT	UNKNOWN	CLEANUP	False	True
6478	Trolley	GARDEN_TROLLEY_OBJ	UNKNOWN	CLEANUP	False	True
6479	List	GARDEN_LIST	UNKNOWN	CLEANUP	False	True
6512	Blankobject	BLANKOBJECT	UNKNOWN	CLEANUP	False	True
