item_id	namespace	constant_name	display_name	inferred_label	category	confidence	flags	tags
8161	TOP_LEVEL	POH_PARTY_GAME_3	Hangman game	Poh Party Game 3	UNKNOWN	LOW		
8162	TOP_LEVEL	POH_RANGING_GAME_1	Hoop and stick	Poh Ranging Game 1	UNKNOWN	LOW		
8163	TOP_LEVEL	POH_RANGING_GAME_2	Dartboard	Poh Ranging Game 2	UNKNOWN	LOW		
8164	TOP_LEVEL	POH_RANGING_GAME_3	Archery target	Poh Ranging Game 3	UNKNOWN	LOW		
8165	TOP_LEVEL	POH_PRIZE_CHEST_1	Oak prize chest	Poh Prize Chest 1	UNKNOWN	LOW		
8166	TOP_LEVEL	POH_PRIZE_CHEST_2	Teak prize chest	Poh Prize Chest 2	UNKNOWN	LOW		
8167	TOP_LEVEL	POH_PRIZE_CHEST_3	Mahogany chest	Poh Prize Chest 3	UNKNOWN	LOW		
8168	TOP_LEVEL	POH_GARDEN_CENTREPIECE_1	Exit portal	Poh Garden Centrepiece 1	TELEPORT	MEDIUM		teleport
8169	TOP_LEVEL	POH_GARDEN_CENTREPIECE_2	Decorative rock	Poh Garden Centrepiece 2	UNKNOWN	LOW		
8170	TOP_LEVEL	POH_GARDEN_CENTREPIECE_3	Pond	Poh Garden Centrepiece 3	UNKNOWN	LOW		
8171	TOP_LEVEL	POH_GARDEN_CENTREPIECE_4	Imp statue	Poh Garden Centrepiece 4	UNKNOWN	LOW		
8172	TOP_LEVEL	POH_GARDEN_CENTREPIECE_5	Dungeon entrance	Poh Garden Centrepiece 5	UNKNOWN	LOW		
8173	TOP_LEVEL	POH_TREE_1	Tree	Poh Tree 1	UNKNOWN	LOW		
8174	TOP_LEVEL	POH_TREE_2	Nice tree	Poh Tree 2	UNKNOWN	LOW		
8175	TOP_LEVEL	POH_TREE_3	Oak tree	Poh Tree 3	UNKNOWN	LOW		
8176	TOP_LEVEL	POH_TREE_4	Willow tree	Poh Tree 4	UNKNOWN	LOW		
8177	TOP_LEVEL	POH_TREE_5	Maple tree	Poh Tree 5	UNKNOWN	LOW		
8178	TOP_LEVEL	POH_TREE_6	Yew tree	Poh Tree 6	UNKNOWN	LOW		
8179	TOP_LEVEL	POH_TREE_7	Magic tree	Poh Tree 7	UNKNOWN	LOW		
8180	TOP_LEVEL	POH_PLANTSMALL1A	Plant	Poh Plantsmall1a	UNKNOWN	LOW		
8181	TOP_LEVEL	POH_PLANTSMALL1B	Small fern	Poh Plantsmall1b	UNKNOWN	LOW		
8182	TOP_LEVEL	POH_PLANTSMALL1C	Fern	Poh Plantsmall1c	UNKNOWN	LOW		
8183	TOP_LEVEL	POH_PLANTSMALL2A	Dock leaf	Poh Plantsmall2a	HERBLORE	MEDIUM		herblore
8184	TOP_LEVEL	POH_PLANTSMALL2B	Thistle	Poh Plantsmall2b	UNKNOWN	LOW		
8185	TOP_LEVEL	POH_PLANTSMALL2C	Reeds	Poh Plantsmall2c	UNKNOWN	LOW		
8186	TOP_LEVEL	POH_PLANTBIG1A	Fern	Poh Plantbig1a	UNKNOWN	LOW		
8187	TOP_LEVEL	POH_PLANTBIG1B	Bush	Poh Plantbig1b	UNKNOWN	LOW		
8188	TOP_LEVEL	POH_PLANTBIG1C	Tall plant	Poh Plantbig1c	UNKNOWN	LOW		
8189	TOP_LEVEL	POH_PLANTBIG2A	Short plant	Poh Plantbig2a	UNKNOWN	LOW		
8190	TOP_LEVEL	POH_PLANTBIG2B	Large-leaf plant	Poh Plantbig2b	HERBLORE	MEDIUM		herblore
8191	TOP_LEVEL	POH_PLANTBIG2C	Huge plant	Poh Plantbig2c	UNKNOWN	LOW		
8192	TOP_LEVEL	POH_FORMAL_GARDEN_CENTREPIECE_2	Gazebo	Poh Formal Garden Centrepiece 2	UNKNOWN	LOW		
8193	TOP_LEVEL	POH_FORMAL_GARDEN_CENTREPIECE_3	Small fountain	Poh Formal Garden Centrepiece 3	UNKNOWN	LOW		
8194	TOP_LEVEL	POH_FORMAL_GARDEN_CENTREPIECE_4	Large fountain	Poh Formal Garden Centrepiece 4	UNKNOWN	LOW		
8195	TOP_LEVEL	POH_FORMAL_GARDEN_CENTREPIECE_5	Posh fountain	Poh Formal Garden Centrepiece 5	UNKNOWN	LOW		
8196	TOP_LEVEL	POH_FENCING1	Boundary stones	Poh Fencing1	UNKNOWN	LOW		
8197	TOP_LEVEL	POH_FENCING2	Wooden fence	Poh Fencing2	UNKNOWN	LOW		
8198	TOP_LEVEL	POH_FENCING3	Stone wall	Poh Fencing3	UNKNOWN	LOW		
8199	TOP_LEVEL	POH_FENCING4	Iron railings	Poh Fencing4	UNKNOWN	LOW		
8200	TOP_LEVEL	POH_FENCING5	Picket fence	Poh Fencing5	UNKNOWN	LOW		
8201	TOP_LEVEL	POH_FENCING6	Garden fence	Poh Fencing6	UNKNOWN	LOW		
8202	TOP_LEVEL	POH_FENCING7	Marble wall	Poh Fencing7	UNKNOWN	LOW		
8203	TOP_LEVEL	POH_HEDGE1	Thorny hedge	Poh Hedge1	UNKNOWN	LOW		
8204	TOP_LEVEL	POH_HEDGE2	Nice hedge	Poh Hedge2	UNKNOWN	LOW		
8205	TOP_LEVEL	POH_HEDGE3	Small box hedge	Poh Hedge3	UNKNOWN	LOW		
8206	TOP_LEVEL	POH_HEDGE4	Topiary hedge	Poh Hedge4	UNKNOWN	LOW		
8207	TOP_LEVEL	POH_HEDGE5	Fancy hedge	Poh Hedge5	UNKNOWN	LOW		
8208	TOP_LEVEL	POH_HEDGE6	Tall fancy hedge	Poh Hedge6	UNKNOWN	LOW		
8209	TOP_LEVEL	POH_HEDGE7	Tall box hedge	Poh Hedge7	UNKNOWN	LOW		
8210	TOP_LEVEL	POH_FLOWERB1	Rosemary	Poh Flowerb1	UNKNOWN	LOW		
8211	TOP_LEVEL	POH_FLOWERB2	Daffodils	Poh Flowerb2	UNKNOWN	LOW		
8212	TOP_LEVEL	POH_FLOWERB3	Bluebells	Poh Flowerb3	UNKNOWN	LOW		
8213	TOP_LEVEL	POH_FLOWERA1	Sunflower	Poh Flowera1	HERBLORE	MEDIUM		herblore
8214	TOP_LEVEL	POH_FLOWERA2	Marigolds	Poh Flowera2	UNKNOWN	LOW		
8215	TOP_LEVEL	POH_FLOWERA3	Roses	Poh Flowera3	UNKNOWN	LOW		
8216	TOP_LEVEL	POH_STOVE_1	Firepit	Poh Stove 1	UNKNOWN	LOW		
8217	TOP_LEVEL	POH_STOVE_2	Firepit with hook	Poh Stove 2	UNKNOWN	LOW		
8218	TOP_LEVEL	POH_STOVE_3	Firepit with pot	Poh Stove 3	CLEANUP	LOW		cleanup
8219	TOP_LEVEL	POH_STOVE_4	Small oven	Poh Stove 4	UNKNOWN	LOW		
8220	TOP_LEVEL	POH_STOVE_5	Large oven	Poh Stove 5	UNKNOWN	LOW		
8221	TOP_LEVEL	POH_STOVE_6	Steel range	Poh Stove 6	UNKNOWN	LOW		
8222	TOP_LEVEL	POH_STOVE_7	Fancy range	Poh Stove 7	UNKNOWN	LOW		
8223	TOP_LEVEL	POH_KITCHEN_SHELVES_1	Wooden shelves 1	Poh Kitchen Shelves 1	UNKNOWN	LOW		
8224	TOP_LEVEL	POH_KITCHEN_SHELVES_2	Wooden shelves 2	Poh Kitchen Shelves 2	UNKNOWN	LOW		
8225	TOP_LEVEL	POH_KITCHEN_SHELVES_3	Wooden shelves 3	Poh Kitchen Shelves 3	UNKNOWN	LOW		
8226	TOP_LEVEL	POH_KITCHEN_SHELVES_4	Oak shelves 1	Poh Kitchen Shelves 4	UNKNOWN	LOW		
8227	TOP_LEVEL	POH_KITCHEN_SHELVES_5	Oak shelves 2	Poh Kitchen Shelves 5	UNKNOWN	LOW		
8228	TOP_LEVEL	POH_KITCHEN_SHELVES_6	Teak shelves 1	Poh Kitchen Shelves 6	UNKNOWN	LOW		
8229	TOP_LEVEL	POH_KITCHEN_SHELVES_7	Teak shelves 2	Poh Kitchen Shelves 7	UNKNOWN	LOW		
8230	TOP_LEVEL	POH_SINK_1	Pump and drain	Poh Sink 1	UNKNOWN	LOW		
8231	TOP_LEVEL	POH_SINK_2	Pump and tub	Poh Sink 2	UNKNOWN	LOW		
8232	TOP_LEVEL	POH_SINK_3	Sink	Poh Sink 3	UNKNOWN	LOW		
8233	TOP_LEVEL	POH_LARDER_1	Wooden larder	Poh Larder 1	UNKNOWN	LOW		
8234	TOP_LEVEL	POH_LARDER_2	Oak larder	Poh Larder 2	UNKNOWN	LOW		
8235	TOP_LEVEL	POH_LARDER_3	Teak larder	Poh Larder 3	UNKNOWN	LOW		
8236	TOP_LEVEL	POH_CAT_BASKET_1	Cat blanket	Poh Cat Basket 1	UNKNOWN	LOW		
8237	TOP_LEVEL	POH_CAT_BASKET_2	Cat basket	Poh Cat Basket 2	UNKNOWN	LOW		
8238	TOP_LEVEL	POH_CAT_BASKET_3	Cushioned basket	Poh Cat Basket 3	UNKNOWN	LOW		
8239	TOP_LEVEL	POH_BARREL_1	Beer barrel	Poh Barrel 1	SKILLING	LOW		skilling
8240	TOP_LEVEL	POH_BARREL_2	Cider barrel	Poh Barrel 2	SKILLING	LOW		skilling
8241	TOP_LEVEL	POH_BARREL_3	Asgarnian ale	Poh Barrel 3	SKILLING	LOW		skilling
8242	TOP_LEVEL	POH_BARREL_4	Greenman's ale	Poh Barrel 4	SKILLING	LOW		skilling
8243	TOP_LEVEL	POH_BARREL_5	Dragon bitter	Poh Barrel 5	SKILLING	LOW		skilling
8244	TOP_LEVEL	POH_BARREL_6	Chef's delight	Poh Barrel 6	SKILLING	LOW		skilling
8245	TOP_LEVEL	POH_NULL_FURNITURE_OBJECT	Null	Poh Null Furniture Object	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name	
8246	TOP_LEVEL	POH_KITCHENTABLE_1	Wood kitchen table	Poh Kitchentable 1	UNKNOWN	LOW		
8247	TOP_LEVEL	POH_KITCHENTABLE_2	Oak kitchen table	Poh Kitchentable 2	UNKNOWN	LOW		
8248	TOP_LEVEL	POH_KITCHENTABLE_3	Teak kitchen table	Poh Kitchentable 3	UNKNOWN	LOW		
8249	TOP_LEVEL	POH_STAIRS_OAK	Oak staircase	Poh Stairs Oak	UNKNOWN	LOW		
8250	TOP_LEVEL	POH_STAIRS_OAK_UP	Oak staircase	Poh Stairs Oak Up	UNKNOWN	LOW		
8251	TOP_LEVEL	POH_STAIRS_OAK_DOWN	Oak staircase	Poh Stairs Oak Down	UNKNOWN	LOW		
8252	TOP_LEVEL	POH_STAIRS_TEAK	Teak staircase	Poh Stairs Teak	UNKNOWN	LOW		
8253	TOP_LEVEL	POH_STAIRS_TEAK_UP	Teak staircase	Poh Stairs Teak Up	UNKNOWN	LOW		
8254	TOP_LEVEL	POH_STAIRS_TEAK_DOWN	Teak staircase	Poh Stairs Teak Down	UNKNOWN	LOW		
8255	TOP_LEVEL	POH_STAIRS_MARBLE	Marble staircase	Poh Stairs Marble	UNKNOWN	LOW		
8256	TOP_LEVEL	POH_STAIRS_MARBLE_UP	Marble staircase	Poh Stairs Marble Up	UNKNOWN	LOW		
8257	TOP_LEVEL	POH_STAIRS_MARBLE_DOWN	Marble staircase	Poh Stairs Marble Down	UNKNOWN	LOW		
8258	TOP_LEVEL	POH_SPIRALSTAIRS_LIMESTONE	Spiral staircase	Poh Spiralstairs Limestone	UNKNOWN	LOW		
8259	TOP_LEVEL	POH_SPIRALSTAIRS_MARBLE	Marble spiral	Poh Spiralstairs Marble	UNKNOWN	LOW		
8260	TOP_LEVEL	POH_TROPHY_CRAWLINGHAND	Crawling hand	Poh Trophy Crawlinghand	UNKNOWN	LOW		
8261	TOP_LEVEL	POH_TROPHY_COCKATRICE	Cockatrice head	Poh Trophy Cockatrice	UNKNOWN	LOW		
8262	TOP_LEVEL	POH_TROPHY_BASILISK	Basilisk head	Poh Trophy Basilisk	UNKNOWN	LOW		
8263	TOP_LEVEL	POH_TROPHY_KURASK	Kurask head	Poh Trophy Kurask	UNKNOWN	LOW		
8264	TOP_LEVEL	POH_TROPHY_ABYSSAL	Abyssal head	Poh Trophy Abyssal	UNKNOWN	LOW		
8265	TOP_LEVEL	POH_TROPHY_KBD	Kbd heads	Poh Trophy Kbd	UNKNOWN	LOW		
8266	TOP_LEVEL	POH_TROPHY_KALPHITEQUEEN	Kq head	Poh Trophy Kalphitequeen	UNKNOWN	LOW		
8267	TOP_LEVEL	POH_TROPHY_BASS	Mounted bass	Poh Trophy Bass	UNKNOWN	LOW		
8268	TOP_LEVEL	POH_TROPHY_SWORDFISH	Mounted swordfish	Poh Trophy Swordfish	GEAR	LOW		gear
8269	TOP_LEVEL	POH_TROPHY_SHARK	Mounted shark	Poh Trophy Shark	UNKNOWN	LOW		
8270	TOP_LEVEL	POH_TROPHY_ARMOUR_MITHRIL	Mithril armour	Poh Trophy Armour Mithril	GEAR	LOW		gear
8271	TOP_LEVEL	POH_TROPHY_ARMOUR_ADAMANT	Adamantite armour	Poh Trophy Armour Adamant	GEAR	LOW		gear
8272	TOP_LEVEL	POH_TROPHY_ARMOUR_RUNE	Runite armour	Poh Trophy Armour Rune	RUNE	HIGH		rune
8273	TOP_LEVEL	POH_TROPHY_CASTLEWARS_1	Cw armour 1	Poh Trophy Castlewars 1	GEAR	LOW		gear
8274	TOP_LEVEL	POH_TROPHY_CASTLEWARS_2	Cw armour 2	Poh Trophy Castlewars 2	GEAR	LOW		gear
8275	TOP_LEVEL	POH_TROPHY_CASTLEWARS_3	Cw armour 3	Poh Trophy Castlewars 3	GEAR	LOW		gear
8276	TOP_LEVEL	POH_TROPHY_RUNECRAFTING_1	Rune case 1	Poh Trophy Runecrafting 1	RUNE	HIGH		rune
8277	TOP_LEVEL	POH_TROPHY_RUNECRAFTING_2	Rune case 2	Poh Trophy Runecrafting 2	RUNE	HIGH		rune
8278	TOP_LEVEL	POH_TROPHY_RUNECRAFTING_3	Rune case 3	Poh Trophy Runecrafting 3	RUNE	HIGH		rune
8279	TOP_LEVEL	POH_TROPHY_SILVERLIGHT	Silverlight	Poh Trophy Silverlight	UNKNOWN	LOW		
8280	TOP_LEVEL	POH_TROPHY_EXCALIBUR	Excalibur	Poh Trophy Excalibur	UNKNOWN	LOW		
8281	TOP_LEVEL	POH_TROPHY_DARKLIGHT	Darklight	Poh Trophy Darklight	UNKNOWN	LOW		
8282	TOP_LEVEL	POH_TROPHY_ANTIDRAGONBREATH	Anti-dragon shield	Poh Trophy Antidragonbreath	GEAR	LOW		gear
8283	TOP_LEVEL	POH_TROPHY_AMULETOFGLORY	Amulet of glory	Poh Trophy Amuletofglory	GEAR	LOW		gear
8284	TOP_LEVEL	POH_TROPHY_LEGENDSCAPE	Cape of legends	Poh Trophy Legendscape	GEAR	LOW		gear
8285	TOP_LEVEL	POH_PORTRAIT_1	King arthur	Poh Portrait 1	UNKNOWN	LOW		
8286	TOP_LEVEL	POH_PORTRAIT_2	Elena	Poh Portrait 2	UNKNOWN	LOW		
8287	TOP_LEVEL	POH_PORTRAIT_3	Giant dwarf	Poh Portrait 3	UNKNOWN	LOW		
8288	TOP_LEVEL	POH_PORTRAIT_4	Miscellanians	Poh Portrait 4	UNKNOWN	LOW		
8289	TOP_LEVEL	POH_LANDSCAPE_1	Lumbridge	Poh Landscape 1	GEAR	LOW		gear
8290	TOP_LEVEL	POH_LANDSCAPE_2	The desert	Poh Landscape 2	GEAR	LOW		gear
8291	TOP_LEVEL	POH_LANDSCAPE_3	Morytania	Poh Landscape 3	GEAR	LOW		gear
8292	TOP_LEVEL	POH_LANDSCAPE_4	Karamja	Poh Landscape 4	GEAR	LOW		gear
8293	TOP_LEVEL	POH_LANDSCAPE_5	Isafdar	Poh Landscape 5	GEAR	LOW		gear
8294	TOP_LEVEL	POH_MAP_1	Small map	Poh Map 1	UNKNOWN	LOW		
8295	TOP_LEVEL	POH_MAP_2	Medium map	Poh Map 2	UNKNOWN	LOW		
8296	TOP_LEVEL	POH_MAP_3	Large map	Poh Map 3	UNKNOWN	LOW		
8297	TOP_LEVEL	POH_CAGE_DUNGEON_OAK	Oak cage	Poh Cage Dungeon Oak	UNKNOWN	LOW		
8298	TOP_LEVEL	POH_CAGE_DUNGEON_OAK_STEEL	Oak and steel cage	Poh Cage Dungeon Oak Steel	UNKNOWN	LOW		
8299	TOP_LEVEL	POH_CAGE_DUNGEON_STEEL	Steel cage	Poh Cage Dungeon Steel	UNKNOWN	LOW		
8300	TOP_LEVEL	POH_CAGE_DUNGEON_STEEL_SPIKES	Spiked cage	Poh Cage Dungeon Steel Spikes	UNKNOWN	LOW		
8301	TOP_LEVEL	POH_CAGE_DUNGEON_BONES	Bone cage	Poh Cage Dungeon Bones	SKILLING	LOW		skilling
8302	TOP_LEVEL	POH_OUBLIETTE_SPIKES	Spikes	Poh Oubliette Spikes	UNKNOWN	LOW		
8303	TOP_LEVEL	POH_OUBLIETTE_POOL	Tentacle pool	Poh Oubliette Pool	UNKNOWN	LOW		
8304	TOP_LEVEL	POH_OUBLIETTE_FIRE	Flame pit	Poh Oubliette Fire	UNKNOWN	LOW		
8305	TOP_LEVEL	POH_OUB_MONSTER1	Rocnar	Poh Oub Monster1	UNKNOWN	LOW		
8306	TOP_LEVEL	POH_DUNGEON_LADDER_OAK	Oak ladder	Poh Dungeon Ladder Oak	UNKNOWN	LOW		
8307	TOP_LEVEL	POH_DUNGEON_LADDER_TEAK	Teak ladder	Poh Dungeon Ladder Teak	UNKNOWN	LOW		
8308	TOP_LEVEL	POH_DUNGEON_LADDER_MAG	Mahogany ladder	Poh Dungeon Ladder Mag	UNKNOWN	LOW		
8309	TOP_LEVEL	POH_ARMCHAIR_1	Crude wooden chair	Poh Armchair 1	UNKNOWN	LOW		
8310	TOP_LEVEL	POH_ARMCHAIR_2	Wooden chair	Poh Armchair 2	UNKNOWN	LOW		
8311	TOP_LEVEL	POH_ARMCHAIR_3	Rocking chair	Poh Armchair 3	UNKNOWN	LOW		
8312	TOP_LEVEL	POH_ARMCHAIR_4	Oak chair	Poh Armchair 4	UNKNOWN	LOW		
8313	TOP_LEVEL	POH_ARMCHAIR_5	Oak armchair	Poh Armchair 5	UNKNOWN	LOW		
8314	TOP_LEVEL	POH_ARMCHAIR_6	Teak armchair	Poh Armchair 6	UNKNOWN	LOW		
8315	TOP_LEVEL	POH_ARMCHAIR_7	Mahogany armchair	Poh Armchair 7	UNKNOWN	LOW		
8316	TOP_LEVEL	POH_RUG_1	Brown rug	Poh Rug 1	UNKNOWN	LOW		
8317	TOP_LEVEL	POH_RUG_2	Rug	Poh Rug 2	UNKNOWN	LOW		
8318	TOP_LEVEL	POH_RUG_3	Opulent rug	Poh Rug 3	UNKNOWN	LOW		
8319	TOP_LEVEL	POH_BOOKCASE_1	Wooden bookcase	Poh Bookcase 1	UNKNOWN	LOW		
8320	TOP_LEVEL	POH_BOOKCASE_2	Oak bookcase	Poh Bookcase 2	UNKNOWN	LOW		
8321	TOP_LEVEL	POH_BOOKCASE_3	Mahogany bookcase	Poh Bookcase 3	UNKNOWN	LOW		
8322	TOP_LEVEL	POH_CURTAINS_1	Torn curtains	Poh Curtains 1	UNKNOWN	LOW		
8323	TOP_LEVEL	POH_CURTAINS_2	Curtains	Poh Curtains 2	UNKNOWN	LOW		
8324	TOP_LEVEL	POH_CURTAINS_3	Opulent curtains	Poh Curtains 3	UNKNOWN	LOW		
8325	TOP_LEVEL	POH_FIREPLACE_1	Clay fireplace	Poh Fireplace 1	SKILLING	LOW		skilling
8326	TOP_LEVEL	POH_FIREPLACE_2	Stone fireplace	Poh Fireplace 2	UNKNOWN	LOW		
8327	TOP_LEVEL	POH_FIREPLACE_3	Marble fireplace	Poh Fireplace 3	UNKNOWN	LOW		
8328	TOP_LEVEL	POH_PORTAL_FRAME_1	Teak portal	Poh Portal Frame 1	TELEPORT	MEDIUM		teleport
8329	TOP_LEVEL	POH_PORTAL_FRAME_2	Mahogany portal	Poh Portal Frame 2	TELEPORT	MEDIUM		teleport
8330	TOP_LEVEL	POH_PORTAL_FRAME_3	Marble portal	Poh Portal Frame 3	TELEPORT	MEDIUM		teleport
8331	TOP_LEVEL	POH_TELEPORT_CENTREPIECE_1	Teleport focus	Poh Teleport Centrepiece 1	TELEPORT	MEDIUM		teleport
8332	TOP_LEVEL	POH_TELEPORT_CENTREPIECE_2	Greater focus	Poh Teleport Centrepiece 2	TELEPORT	MEDIUM		teleport
8333	TOP_LEVEL	POH_TELEPORT_CENTREPIECE_3	Scrying pool	Poh Teleport Centrepiece 3	TELEPORT	MEDIUM		teleport
8334	TOP_LEVEL	POH_LECTERN_1	Oak lectern	Poh Lectern 1	UNKNOWN	LOW		
8335	TOP_LEVEL	POH_LECTERN_2	Eagle lectern	Poh Lectern 2	UNKNOWN	LOW		
8336	TOP_LEVEL	POH_LECTERN_3	Demon lectern	Poh Lectern 3	UNKNOWN	LOW		
8337	TOP_LEVEL	POH_LECTERN_4	Teak eagle lectern	Poh Lectern 4	UNKNOWN	LOW		
8338	TOP_LEVEL	POH_LECTERN_5	Teak demon lectern	Poh Lectern 5	UNKNOWN	LOW		
8339	TOP_LEVEL	POH_LECTERN_6	Mahogany eagle	Poh Lectern 6	UNKNOWN	LOW		
8340	TOP_LEVEL	POH_LECTERN_7	Mahogany demon	Poh Lectern 7	UNKNOWN	LOW		
8341	TOP_LEVEL	POH_GLOBE_1	Globe	Poh Globe 1	UNKNOWN	LOW		
8342	TOP_LEVEL	POH_GLOBE_2	Ornamental globe	Poh Globe 2	UNKNOWN	LOW		
8343	TOP_LEVEL	POH_GLOBE_3	Lunar globe	Poh Globe 3	UNKNOWN	LOW		
8344	TOP_LEVEL	POH_GLOBE_4	Celestial globe	Poh Globe 4	UNKNOWN	LOW		
8345	TOP_LEVEL	POH_GLOBE_5	Armillary sphere	Poh Globe 5	UNKNOWN	LOW		
8346	TOP_LEVEL	POH_GLOBE_6	Small orrery	Poh Globe 6	UNKNOWN	LOW		
8347	TOP_LEVEL	POH_GLOBE_7	Large orrery	Poh Globe 7	UNKNOWN	LOW		
8348	TOP_LEVEL	POH_TELESCOPE_1	Oak telescope	Poh Telescope 1	UNKNOWN	LOW		
8349	TOP_LEVEL	POH_TELESCOPE_2	Teak telescope	Poh Telescope 2	UNKNOWN	LOW		
8350	TOP_LEVEL	POH_TELESCOPE_3	Mahogany telescope	Poh Telescope 3	UNKNOWN	LOW		
8351	TOP_LEVEL	POH_CRYSTALBALL_1	Crystal ball	Poh Crystalball 1	UNKNOWN	LOW		
8352	TOP_LEVEL	POH_CRYSTALBALL_2	Elemental sphere	Poh Crystalball 2	UNKNOWN	LOW		
8353	TOP_LEVEL	POH_CRYSTALBALL_3	Crystal of power	Poh Crystalball 3	UNKNOWN	LOW		
8354	TOP_LEVEL	POH_WALLCHART_1	Alchemical chart	Poh Wallchart 1	UNKNOWN	LOW		
8355	TOP_LEVEL	POH_WALLCHART_2	Astronomical chart	Poh Wallchart 2	UNKNOWN	LOW		
8356	TOP_LEVEL	POH_WALLCHART_3	Infernal chart	Poh Wallchart 3	UNKNOWN	LOW		
8357	TOP_LEVEL	POH_THRONE_1	Oak throne	Poh Throne 1	UNKNOWN	LOW		
8358	TOP_LEVEL	POH_THRONE_2	Teak throne	Poh Throne 2	UNKNOWN	LOW		
8359	TOP_LEVEL	POH_THRONE_3	Mahogany throne	Poh Throne 3	UNKNOWN	LOW		
8360	TOP_LEVEL	POH_THRONE_4	Gilded throne	Poh Throne 4	UNKNOWN	LOW		
8361	TOP_LEVEL	POH_THRONE_5	Skeleton throne	Poh Throne 5	UNKNOWN	LOW		
8362	TOP_LEVEL	POH_THRONE_6	Crystal throne	Poh Throne 6	UNKNOWN	LOW		
8363	TOP_LEVEL	POH_THRONE_7	Demonic throne	Poh Throne 7	UNKNOWN	LOW		
8364	TOP_LEVEL	POH_LEVER_OAK	Oak lever	Poh Lever Oak	UNKNOWN	LOW		
8365	TOP_LEVEL	POH_LEVER_TEAK	Teak lever	Poh Lever Teak	UNKNOWN	LOW		
8366	TOP_LEVEL	POH_LEVER_MAG	Mahogany lever	Poh Lever Mag	UNKNOWN	LOW		
8367	TOP_LEVEL	POH_TRAPDOOR_OAK	Trapdoor	Poh Trapdoor Oak	UNKNOWN	LOW		
8368	TOP_LEVEL	POH_TRAPDOOR_TEAK	Trapdoor	Poh Trapdoor Teak	UNKNOWN	LOW		
8369	TOP_LEVEL	POH_TRAPDOOR_MAG	Trapdoor	Poh Trapdoor Mag	UNKNOWN	LOW		
8370	TOP_LEVEL	POH_THRONE_ROOM_CAGE_1	Floor decoration	Poh Throne Room Cage 1	UNKNOWN	LOW		
8371	TOP_LEVEL	POH_THRONE_ROOM_CAGE_2	Steel cage	Poh Throne Room Cage 2	UNKNOWN	LOW		
8372	TOP_LEVEL	POH_THRONE_ROOM_CAGE_3	Trapdoor	Poh Throne Room Cage 3	UNKNOWN	LOW		
8373	TOP_LEVEL	POH_THRONE_ROOM_CAGE_4	Lesser magic cage	Poh Throne Room Cage 4	UNKNOWN	LOW		
8374	TOP_LEVEL	POH_THRONE_ROOM_CAGE_5	Greater magic cage	Poh Throne Room Cage 5	UNKNOWN	LOW		
8375	TOP_LEVEL	POH_WORKBENCH_1	Wooden workbench	Poh Workbench 1	UNKNOWN	LOW		
8376	TOP_LEVEL	POH_WORKBENCH_2	Oak workbench	Poh Workbench 2	UNKNOWN	LOW		
8377	TOP_LEVEL	POH_WORKBENCH_3	Steel framed bench	Poh Workbench 3	UNKNOWN	LOW		
8378	TOP_LEVEL	POH_WORKBENCH_4	Bench with vice	Poh Workbench 4	UNKNOWN	LOW		
8379	TOP_LEVEL	POH_WORKBENCH_5	Bench with lathe	Poh Workbench 5	UNKNOWN	LOW		
8380	TOP_LEVEL	POH_CRAFTING_TABLE_1	Crafting table 1	Poh Crafting Table 1	UNKNOWN	LOW		
8381	TOP_LEVEL	POH_CRAFTING_TABLE_2	Crafting table 2	Poh Crafting Table 2	UNKNOWN	LOW		
8382	TOP_LEVEL	POH_CRAFTING_TABLE_3	Crafting table 3	Poh Crafting Table 3	UNKNOWN	LOW		
8383	TOP_LEVEL	POH_CRAFTING_TABLE_4	Crafting table 4	Poh Crafting Table 4	UNKNOWN	LOW		
8384	TOP_LEVEL	POH_TOOL_STORE_1	Tool store 1	Poh Tool Store 1	SKILLING	LOW		skilling
8385	TOP_LEVEL	POH_TOOL_STORE_2	Tool store 2	Poh Tool Store 2	SKILLING	LOW		skilling
8386	TOP_LEVEL	POH_TOOL_STORE_3	Tool store 3	Poh Tool Store 3	SKILLING	LOW		skilling
8387	TOP_LEVEL	POH_TOOL_STORE_4	Tool store 4	Poh Tool Store 4	SKILLING	LOW		skilling
8388	TOP_LEVEL	POH_TOOL_STORE_5	Tool store 5	Poh Tool Store 5	SKILLING	LOW		skilling
8389	TOP_LEVEL	POH_REPAIR_BENCH_1	Repair bench	Poh Repair Bench 1	UNKNOWN	LOW		
8390	TOP_LEVEL	POH_REPAIR_BENCH_2	Whetstone	Poh Repair Bench 2	UNKNOWN	LOW		
8391	TOP_LEVEL	POH_REPAIR_BENCH_3	Armour stand	Poh Repair Bench 3	GEAR	LOW		gear
8392	TOP_LEVEL	POH_HERALDRY_BENCH_1	Pluming stand	Poh Heraldry Bench 1	UNKNOWN	LOW		
8393	TOP_LEVEL	POH_HERALDRY_BENCH_2	Shield easel	Poh Heraldry Bench 2	GEAR	LOW		gear
8394	TOP_LEVEL	POH_HERALDRY_BENCH_3	Banner easel	Poh Heraldry Bench 3	UNKNOWN	LOW		
8395	TOP_LEVEL	POH_DUMMY_PARLOUR	Parlour	Poh Dummy Parlour	UNKNOWN	LOW	review-before-main-catalog,internal-looking-name	
