# schema=1
# item_id	family_key	variant_kind	variant_value	food_role	heal_model	immediate_heal_min	immediate_heal_max	secondary_heal	area_restriction	source_key
62	fletching.unstrung-longbows	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
66	fletching.unstrung-longbows	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
70	fletching.unstrung-longbows	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
1635	crafting.jewellery.rings	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1637	crafting.jewellery.rings	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1639	crafting.jewellery.rings	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1641	crafting.jewellery.rings	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1643	crafting.jewellery.rings	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1645	crafting.jewellery.rings	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
6575	crafting.jewellery.rings	WORKFLOW_STAGE	6	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
19538	crafting.jewellery.rings	WORKFLOW_STAGE	7	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1654	crafting.jewellery.necklaces	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1656	crafting.jewellery.necklaces	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1658	crafting.jewellery.necklaces	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1660	crafting.jewellery.necklaces	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1662	crafting.jewellery.necklaces	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1664	crafting.jewellery.necklaces	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
6577	crafting.jewellery.necklaces	WORKFLOW_STAGE	6	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
19535	crafting.jewellery.necklaces	WORKFLOW_STAGE	7	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
11069	crafting.jewellery.bracelets	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
11072	crafting.jewellery.bracelets	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
11076	crafting.jewellery.bracelets	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
11085	crafting.jewellery.bracelets	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
11092	crafting.jewellery.bracelets	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
11115	crafting.jewellery.bracelets	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
11130	crafting.jewellery.bracelets	WORKFLOW_STAGE	6	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
19532	crafting.jewellery.bracelets	WORKFLOW_STAGE	7	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1673	crafting.jewellery.amulets-unstrung	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1675	crafting.jewellery.amulets-unstrung	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1677	crafting.jewellery.amulets-unstrung	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1679	crafting.jewellery.amulets-unstrung	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1681	crafting.jewellery.amulets-unstrung	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1683	crafting.jewellery.amulets-unstrung	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
6579	crafting.jewellery.amulets-unstrung	WORKFLOW_STAGE	6	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
19501	crafting.jewellery.amulets-unstrung	WORKFLOW_STAGE	7	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
21504	crafting.glass-workflow	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
401	crafting.glass-workflow	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1781	crafting.glass-workflow	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1783	crafting.glass-workflow	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1775	crafting.glass-workflow	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
4542	crafting.glass-workflow	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
567	crafting.glass-workflow	WORKFLOW_STAGE	6	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
229	crafting.glass-workflow	WORKFLOW_STAGE	7	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1779	crafting.textile-inputs	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1759	crafting.textile-inputs	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
1734	crafting.textile-inputs	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
5931	crafting.textile-inputs	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
31475	crafting.textile-fabrics	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
8790	crafting.textile-fabrics	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
31472	crafting.textile-fabrics	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
31746	crafting.textile-fabrics	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
31758	crafting.textile-fabrics	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
31734	crafting.textile-fabrics	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-crafting-15260346
4819	construction.nails	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-smithing-15260331
4820	construction.nails	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-smithing-15260331
1539	construction.nails	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-smithing-15260331
4822	construction.nails	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-smithing-15260331
4823	construction.nails	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-smithing-15260331
4824	construction.nails	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-smithing-15260331
52	fletching.arrow-production	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
314	fletching.arrow-production	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
53	fletching.arrow-production	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
819	fletching.dart-tips	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
820	fletching.dart-tips	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
821	fletching.dart-tips	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
822	fletching.dart-tips	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
823	fletching.dart-tips	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
824	fletching.dart-tips	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
25853	fletching.dart-tips	WORKFLOW_STAGE	6	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
9420	fletching.crossbow-limbs	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
9422	fletching.crossbow-limbs	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
9423	fletching.crossbow-limbs	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
9425	fletching.crossbow-limbs	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
9427	fletching.crossbow-limbs	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
9429	fletching.crossbow-limbs	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
9431	fletching.crossbow-limbs	WORKFLOW_STAGE	6	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
# Light and heavy ballista share components. The sequence follows the assembly workflow,
# while complete usable ballistae remain combat weapons outside this resource family.
19586	fletching.ballista-assembly	WORKFLOW_STAGE	0	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
19589	fletching.ballista-assembly	WORKFLOW_STAGE	1	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
19592	fletching.ballista-assembly	WORKFLOW_STAGE	2	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
19601	fletching.ballista-assembly	WORKFLOW_STAGE	3	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
19610	fletching.ballista-assembly	WORKFLOW_STAGE	4	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
19595	fletching.ballista-assembly	WORKFLOW_STAGE	5	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
19604	fletching.ballista-assembly	WORKFLOW_STAGE	6	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
19598	fletching.ballista-assembly	WORKFLOW_STAGE	7	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
19607	fletching.ballista-assembly	WORKFLOW_STAGE	8	NONE	NONE	0	0	0	NONE	osrs-wiki-fletching-15122007
# Charged jewellery slice 1. CHARGE 0 is the uncharged state; Integer.MAX_VALUE is the
# explicit never-degrading sentinel. Membership comes from the local RuneLite gameval index.
2552	jewellery.ring_of_dueling	CHARGE	8	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
2554	jewellery.ring_of_dueling	CHARGE	7	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
2556	jewellery.ring_of_dueling	CHARGE	6	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
2558	jewellery.ring_of_dueling	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
2560	jewellery.ring_of_dueling	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
2562	jewellery.ring_of_dueling	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
2564	jewellery.ring_of_dueling	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
2566	jewellery.ring_of_dueling	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
3853	jewellery.games_necklace	CHARGE	8	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
3855	jewellery.games_necklace	CHARGE	7	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
3857	jewellery.games_necklace	CHARGE	6	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
3859	jewellery.games_necklace	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
3861	jewellery.games_necklace	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
3863	jewellery.games_necklace	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
3865	jewellery.games_necklace	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
3867	jewellery.games_necklace	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21166	jewellery.burning_amulet	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21169	jewellery.burning_amulet	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21171	jewellery.burning_amulet	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21173	jewellery.burning_amulet	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21175	jewellery.burning_amulet	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21146	jewellery.necklace_of_passage	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21149	jewellery.necklace_of_passage	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21151	jewellery.necklace_of_passage	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21153	jewellery.necklace_of_passage	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21155	jewellery.necklace_of_passage	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11968	jewellery.skills_necklace	CHARGE	6	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11970	jewellery.skills_necklace	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11105	jewellery.skills_necklace	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11107	jewellery.skills_necklace	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11109	jewellery.skills_necklace	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11111	jewellery.skills_necklace	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11113	jewellery.skills_necklace	CHARGE	0	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
19707	jewellery.amulet_of_glory	CHARGE	2147483647	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11978	jewellery.amulet_of_glory	CHARGE	6	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11964	jewellery.amulet_of_glory	CHARGE	6	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11976	jewellery.amulet_of_glory	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11966	jewellery.amulet_of_glory	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
1712	jewellery.amulet_of_glory	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
10354	jewellery.amulet_of_glory	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
1710	jewellery.amulet_of_glory	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
10356	jewellery.amulet_of_glory	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
1708	jewellery.amulet_of_glory	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
10358	jewellery.amulet_of_glory	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
1706	jewellery.amulet_of_glory	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
10360	jewellery.amulet_of_glory	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
1704	jewellery.amulet_of_glory	CHARGE	0	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
10362	jewellery.amulet_of_glory	CHARGE	0	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
# Charged jewellery slice 2. The two ring-of-wealth state groups use explicit stable
# family keys so the imbued charge run sorts before the standard charge run.
11972	jewellery.combat_bracelet	CHARGE	6	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11974	jewellery.combat_bracelet	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11118	jewellery.combat_bracelet	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11120	jewellery.combat_bracelet	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11122	jewellery.combat_bracelet	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11124	jewellery.combat_bracelet	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11126	jewellery.combat_bracelet	CHARGE	0	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11194	jewellery.digsite_pendant	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11193	jewellery.digsite_pendant	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11192	jewellery.digsite_pendant	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11191	jewellery.digsite_pendant	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11190	jewellery.digsite_pendant	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
20786	jewellery.ring_of_wealth.imbued	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
20787	jewellery.ring_of_wealth.imbued	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
20788	jewellery.ring_of_wealth.imbued	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
20789	jewellery.ring_of_wealth.imbued	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
20790	jewellery.ring_of_wealth.imbued	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
12785	jewellery.ring_of_wealth.imbued	CHARGE	0	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11980	jewellery.ring_of_wealth.standard	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11982	jewellery.ring_of_wealth.standard	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11984	jewellery.ring_of_wealth.standard	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11986	jewellery.ring_of_wealth.standard	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11988	jewellery.ring_of_wealth.standard	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
2572	jewellery.ring_of_wealth.standard	CHARGE	0	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
21268	jewellery.slayer_ring	CHARGE	2147483647	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11866	jewellery.slayer_ring	CHARGE	8	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11867	jewellery.slayer_ring	CHARGE	7	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11868	jewellery.slayer_ring	CHARGE	6	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11869	jewellery.slayer_ring	CHARGE	5	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11870	jewellery.slayer_ring	CHARGE	4	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11871	jewellery.slayer_ring	CHARGE	3	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11872	jewellery.slayer_ring	CHARGE	2	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
11873	jewellery.slayer_ring	CHARGE	1	NONE	NONE	0	0	0	NONE	runelite-gameval-1.12.32
